node1,node2,free_bw,used_bw,pkloss,delay
1,3,93572.843398,6427156.601769,0.0,30.07257
1,7,82634.06735,17365932.649888,0.0,2.582312
1,16,88039.065071,11960934.928638,0.0,1.38557
2,4,96167.428418,3832571.581618,0.0,0.983119
2,7,83877.064407,16122935.593227,0.0,2.686501
2,12,88470.742273,11529257.726994,0.0,3.269553
2,13,99420.14825,579851.749952,0.0,1.608729
2,18,22810.445446,2189554.553804,0.0,3.159761
2,23,24945.829104,54170.896456,0.0,0.61202
3,10,97701.748607,2298251.393395,0.0,1.412749
3,11,19756.862992,5243137.007574,0.0,0.802279
3,14,0.0,3100001.856038,0.000381,860.760808
3,21,99475.289979,524710.021068,0.0,0.769973
4,16,99731.850568,268149.431925,0.0,2.800941
5,8,21673.831673,3326168.326542,0.0,2.617717
5,16,18275.99822,6724001.780257,0.0,1.808286
6,7,1221.677895,328322.105258,0.0,2.384424
6,19,1371.655902,178344.098116,0.0,2.808928
7,17,90862.336207,9137663.792894,0.0,2.433777
7,19,22465.239436,2534760.564035,0.0,4.04191
7,21,99032.895908,967104.091893,0.0,0.7658
8,9,24966.106489,33893.51105,0.0,1.249313
9,15,24976.936145,23063.85461,0.0,3.82781
9,16,94968.562125,5031437.875331,0.0,2.698183
10,11,24962.206747,37793.25322,0.0,1.730204
10,12,99190.983023,809016.977313,0.0,2.919316
10,16,99337.105921,662894.078814,0.0,1.762271
10,17,99757.647349,242352.651334,0.0,2.344608
12,22,98601.783177,1398216.823363,0.0,3.026247
13,14,0.0,1987395.253615,0.0,1720.37828
13,17,99367.514139,632485.861283,0.0,0.847101
13,19,22669.945032,2330054.968375,0.0,3.005862
15,20,24848.436977,151563.023023,0.0,2.877712
17,20,99072.56444,927435.560363,0.0,2.66552
17,23,24970.825409,29174.59134,0.0,1.739502
18,21,24940.195532,59804.468215,0.0,65.806389
20,22,24872.953118,127046.88237,0.0,3.940344
