node1,node2,free_bw,used_bw,pkloss,delay
1,3,94189.848171,5810151.829056,0.002739,2.5177
1,7,93478.818455,6521181.544965,0.003296,2.269745
1,16,88984.395865,11015604.135201,0.008132,0.766635
2,4,97994.126483,2005873.516725,0.001482,0.95439
2,7,95830.279629,4169720.370996,0.002455,1.874804
2,12,86252.704897,13747295.102677,0.0,3.369808
2,13,81970.552082,18029447.918399,0.0,1.609564
2,18,22874.221514,2125778.486096,0.0,0.534773
2,23,24993.85025,6149.750459,0.0,0.494599
3,10,86319.843551,13680156.449188,0.0,0.591636
3,11,18407.82539,6592174.609727,0.0,2.071023
3,14,0.0,1843996.005991,0.00293,473.757029
3,21,98963.451043,1036548.957447,0.0,1.70362
4,16,95215.43753,4784562.470374,0.0,2.726674
5,8,18530.343202,6469656.798256,0.001604,1.804233
5,16,15644.675289,9355324.711151,0.0,0.454187
6,7,1465.496942,84503.057932,0.0,1.411557
6,19,1364.814927,185185.072874,0.0,1.378059
7,17,95813.742743,4186257.256571,0.003132,1.453876
7,19,23329.22461,1670775.390403,0.0,1.980186
7,21,99098.858604,901141.395934,0.00171,0.625253
8,9,20979.400217,4020599.783011,0.006838,3.286958
9,15,24868.898502,131101.497504,0.0,3.138661
9,16,85131.200839,14868799.160537,0.0,2.084732
10,11,22395.15152,2604848.479966,0.005395,0.30601
10,12,94685.699166,5314300.833719,0.001626,2.442598
10,16,80956.018881,19043981.119404,0.0,1.660466
10,17,74465.895377,25534104.622866,0.0,0.960946
12,22,99200.539078,799460.92231,0.0,1.438618
13,14,785.203747,764796.253106,0.002711,2.103567
13,17,81583.978566,18416021.433728,0.0,1.027703
13,19,22903.842836,2096157.163745,0.0,2.686024
15,20,24753.903494,246096.505824,0.0,1.408815
17,20,99230.25624,769743.760399,0.0,1.290917
17,23,24987.899663,12100.336973,0.0,1.662731
18,21,24122.199574,877800.425794,0.0,1.73223
20,22,24973.02608,26973.919601,0.0,1.813173
