node1,node2,free_bw,used_bw,pkloss,delay
1,3,99918.370228,81629.77161,0.0,0.0
1,7,99996.545545,3454.454717,0.0,1.215339
1,16,99918.983184,81016.815963,0.0,2.440095
2,4,99998.896299,1103.700976,0.0,1.039147
2,7,99999.800175,199.825162,0.0,11.166692
2,12,99993.929219,6070.780922,0.0,1.252532
2,13,99985.030388,14969.611605,0.0,2.573252
2,18,24977.232305,22767.695009,0.0,0.0
2,23,24976.256463,23743.537211,0.0,0.0
3,10,99926.314615,73685.384967,0.0,0.142694
3,11,24983.879407,16120.592667,0.0,12.631655
3,14,1359.124193,190875.80715,0.0,478.252292
3,21,99989.393961,10606.038794,0.0,0.0
4,16,99999.755578,244.422272,0.0,6.198168
5,8,24969.982007,30017.993213,0.0,0.0
5,16,24939.107577,60892.422606,0.0,1.561642
6,7,1538.601589,11398.410825,0.0,0.0
6,19,1537.702347,12297.652824,0.0,4.841685
7,17,99999.800142,199.858434,0.0,2.043605
7,19,24994.50281,5497.190197,0.0,1.363397
7,21,99988.403131,11596.868554,0.0,0.0
8,9,24999.800067,199.933357,0.0,6.418586
9,15,24982.869804,17130.195752,0.0,3.071904
9,16,99981.263285,18736.7152,0.0,0.0
10,11,24999.840107,159.893422,0.0,1.921773
10,12,99986.576174,13423.825931,0.0,0.112772
10,16,99992.63956,7360.439788,0.0,2.618074
10,17,99945.801429,54198.571434,0.0,0.0
12,22,99984.631578,15368.422012,0.0,7.883906
13,14,1538.630702,11369.298078,0.0,6.804347
13,17,99975.417104,24582.896161,0.0,9.423614
13,19,24991.339938,8660.06185,0.0,4.567862
15,20,24978.585364,21414.636215,0.0,0.0
17,20,99951.454293,48545.706515,0.0,0.0
17,23,24973.313791,26686.209379,0.0,0.0
18,21,24988.402649,11597.351395,0.0,0.0
20,22,24999.800125,199.875095,0.0,4.9932
