node1,node2,free_bw,used_bw,pkloss,delay
1,3,98789.705197,1210294.802913,0.0,1.834273
1,7,98489.78169,1510218.31036,0.0,0.81408
1,16,99580.058542,419941.457987,0.0,1.542926
2,4,99703.500121,296499.879481,0.0,1.874089
2,7,98224.803086,1775196.913517,0.0,2.691627
2,12,97749.40413,2250595.870289,0.0,0.613332
2,13,96818.01926,3181980.739766,0.0,0.815988
2,18,24528.65581,471344.190487,0.0,0.850439
2,23,24890.882018,109117.981997,0.0,1.858115
3,10,98029.520373,1970479.627108,0.0,0.550389
3,11,24636.850743,363149.256511,0.0,0.906944
3,14,0.0,3099423.742617,0.0,506.567955
3,21,96799.055204,3200944.7963,0.000207,2.215505
4,16,99716.485611,283514.389298,0.0,1.535535
5,8,24840.016196,159983.803966,0.0,1.26791
5,16,24460.840354,539159.645562,0.0,1.494646
6,7,720.82289,829177.109898,0.0,2.351165
6,19,986.700787,563299.213224,0.0,2.93386
7,17,99888.64746,111352.540322,0.0,2.430558
7,19,23894.905208,1105094.791996,0.0,3.914952
7,21,99224.86577,775134.229984,0.0,1.071215
8,9,24773.778919,226221.080831,0.0,1.4292
9,15,24544.869195,455130.804937,0.0,1.907825
9,16,99735.935801,264064.19899,0.0,3.170609
10,11,24820.325399,179674.601006,0.0,3.350258
10,12,98995.774968,1004225.032068,7.3e-05,1.553655
10,16,98873.053633,1126946.367221,0.0,3.146291
10,17,98981.384234,1018615.7663,0.0,1.020551
12,22,98647.566277,1352433.723021,0.0,0.936985
13,14,0.0,2880445.635869,0.000595,2.798438
13,17,99995.441798,4558.20153,0.0,3.601313
13,19,23498.712875,1501287.124857,0.0,2.601266
15,20,24498.254873,501745.127436,0.0,0.668764
17,20,99810.950672,189049.328193,0.0,3.12984
17,23,24992.709105,7290.894822,0.0,2.168298
18,21,22139.419837,2860580.163043,0.000523,1.396894
20,22,24528.708749,471291.250555,0.0,0.956655
