node1,node2,free_bw,used_bw,pkloss,delay
1,3,99602.415522,397584.478308,0.0,0.0
1,7,99624.221932,375778.06784,0.0,0.123501
1,16,99989.807949,10192.050813,0.0,0.33474
2,4,99992.702806,7297.194227,0.0,1.388192
2,7,99799.111028,200888.97161,0.0,1.170397
2,12,99676.530807,323469.192588,0.0,1.233578
2,13,99667.094337,332905.663326,0.0,0.393629
2,18,24829.200646,170799.353681,0.0,0.960708
2,23,24991.968021,8031.979182,0.0,1.114845
3,10,99983.026064,16973.936215,0.0,1.548648
3,11,24985.893797,14106.202523,0.0,1.460552
3,14,1200.144108,349855.892439,0.0,1.323104
3,21,99770.958506,229041.493561,0.0,0.0
4,16,99990.869035,9130.964866,0.0,0.956416
5,8,24995.760296,4239.704384,0.0,1.011133
5,16,24989.554852,10445.147618,0.0,0.956416
6,7,1526.099373,23900.626907,0.0,1.716852
6,19,1525.866461,24133.539068,0.0,1.539707
7,17,99788.089614,211910.385608,0.0,1.157522
7,19,24592.829367,407170.633327,0.0,1.222372
7,21,99566.007485,433992.515169,0.0,1.269221
8,9,24993.777037,6222.962883,0.0,3.778338
9,15,24938.47861,61521.389701,0.0,1.1127
9,16,99947.889239,52110.760925,0.0,2.474189
10,11,24995.629336,4370.663817,0.0,1.666307
10,12,99999.800108,199.891734,0.0,1.444936
10,16,99977.873713,22126.286998,0.0,0.771165
10,17,99960.949367,39050.633182,0.0,0.620484
12,22,99679.860728,320139.272088,0.0,0.75233
13,14,1357.431795,192568.205188,0.0,1.08552
13,17,99966.482822,33517.178253,0.0,0.117898
13,19,24560.081602,439918.398004,0.0,1.452684
15,20,24936.3419,63658.099831,0.0,0.902534
17,20,99791.454222,208545.778383,0.0,0.497937
17,23,24992.556388,7443.611579,0.0,1.323462
18,21,24896.492502,103507.498219,0.0,1.371861
20,22,24858.080194,141919.805505,0.0,0.201464
