node1,node2,free_bw,used_bw,pkloss,delay
1,3,97556.745526,2443254.474319,0.0,0.933886
1,7,96094.360368,3905639.632157,0.0,2.212524
1,16,84289.85462,15710145.379638,0.000574,1.932025
2,4,97913.254745,2086745.254745,0.0,0.887632
2,7,99722.755911,277244.089244,0.0,0.331283
2,12,96434.905761,3565094.239094,0.0,1.345277
2,13,93987.74871,6012251.290012,0.000672,0.821829
2,18,21847.395907,3152604.093212,0.0,0.233293
2,23,24898.853361,101146.639093,0.0,1.050711
3,10,97973.583951,2026416.04928,0.0,0.484467
3,11,22643.358641,2356641.358641,0.000476,2.099991
3,14,0.0,1864769.832681,0.000606,0.954509
3,21,98687.734266,1312265.734266,0.000253,1.929164
4,16,91660.236259,8339763.74088,0.000294,0.787973
5,8,15612.542565,9387457.435458,0.000269,0.063777
5,16,6527.093129,18472906.870972,0.000372,1.48797
6,7,1545.831183,4168.817144,0.0,1.121283
6,19,1339.405027,210594.972532,0.0,2.276063
7,17,99612.669997,387330.00333,0.0,1.477361
7,19,24659.386995,340613.004941,0.0,1.426697
7,21,99921.712288,78287.712288,0.0,0.662565
8,9,24941.562206,58437.794066,0.0,0.649571
9,15,24923.697636,76302.364302,0.0,1.608729
9,16,88412.450715,11587549.285366,0.0,2.012372
10,11,17876.338448,7123661.552244,0.000256,1.127958
10,12,81638.692934,18361307.065669,0.000827,1.567841
10,16,73876.943795,26123056.205166,0.001192,0.47493
10,17,83176.855269,16823144.731458,0.001138,2.195477
12,22,98322.500833,1677499.167499,0.0,70.846915
13,14,0.0,1903363.356364,0.0,12.212157
13,17,97719.224471,2280775.529446,0.0,1.909494
13,19,24010.423938,989576.06198,0.0,1.93584
15,20,24688.167166,311832.833833,0.0,1.611948
17,20,98989.818182,1010181.818182,0.0,0.867724
17,23,24947.980853,52019.146812,0.0,1.149178
18,21,24967.319319,32680.681071,0.0,0.686169
20,22,24654.08658,345913.419913,0.0,1.041651
