node1,node2,available_bandwidth,throughput,delay,packet_loss
19,7,23451.174,1548.826,32.707,0.0
19,6,1538.086,11.914,1.227,0.0
19,13,24928.276,71.724,0.716,0.0
7,19,24874.903,125.097,32.707,0.0
7,1,99225.587,774.413,0.387,0.0
7,6,1335.547,214.453,0.606,0.0
7,17,98987.066,1012.934,0.974,0.0
7,21,98873.883,1126.117,1.39,0.0
7,2,98069.685,1930.315,0.427,0.0
6,19,1550.0,0.0,1.227,0
6,7,1371.049,178.951,0.606,0.0
13,19,24040.92,959.08,0.716,0.0
13,14,334.76800000000003,1215.232,1.22,0.0
13,17,96521.099,3478.901,0.702,0.0
13,2,96437.701,3556.342,0.379,0.002
1,3,99177.931,822.069,0.73,0.0
1,7,99076.662,923.338,0.387,0.0
1,16,90218.571,9781.429,1.72,0.0
3,1,99142.189,857.811,0.73,0.0
3,14,954.298,595.702,1.779,0.0
3,10,98981.349,1018.651,0.399,0.0
3,21,96854.693,3145.307,0.508,0.0
3,11,21985.747,3008.296,1.722,0.002
14,3,566.852,983.148,1.779,0.0
14,13,1216.167,333.833,1.22,0.0
10,3,98754.983,1245.017,0.399,0.0
10,12,79644.618,20365.56,0.936,0.0
10,17,89217.551,10758.621,21.188,0.002
10,16,89163.938,10842.019,1.042,0
10,11,22205.917,2788.126,1.423,0.002
15,20,24374.273,626.04,1.768,0.0
15,9,24558.941,441.059,1.346,0.0
20,15,24511.28,488.476,1.768,0.0
20,22,23849.48,1150.52,1.711,0.0
20,17,99511.04,488.716,1.222,0.0
12,10,97443.16,2561.519,0.936,0
12,22,99004.68,995.32,0.823,0.0
12,2,94540.4,5456.872,0.532,0.0
22,12,98861.64,1138.36,0.824,0.0
22,20,24755.64,244.36,1.712,0.0
8,5,17547.525999999998,7456.2,1.959,0.0
8,9,24582.769,417.231,1.22,0.0
5,8,19481.04,5516.202,1.959,0.0
5,16,11840.32,13159.06,1.83,0
17,10,87299.63,12706.327,21.188,0
17,13,97938.871,2061.129,0.702,0.0
17,7,98361.819,1644.138,0.974,0
17,23,24910.645,89.4,0.685,0.0
17,20,98713.283,1287.36,1.222,0.0
23,17,24880.56,119.38,0.685,0.0
23,2,24934.2,65.767,1.648,0.0
16,1,97980.57,2019.43,1.72,0.0
16,10,81312.824,18699.09,1.042,0
16,4,93304.308,6687.12,0.884,0.002
16,5,13854.413,11145.2,1.83,0.001
16,9,91815.052,8184.948,0.728,0.0
4,16,96674.32,3324.018,0.884,0.0
4,2,91214.95999999999,8792.564,0.645,0
9,16,90432.784,9567.216,0.729,0.0
9,8,24743.848,256.152,1.22,0.0
9,15,24428.126,571.874,1.346,0.0
21,3,99493.653,506.347,0.508,0.0
21,7,99058.791,935.252,1.39,0.006
21,18,22623.148,2378.04,1.994,0.0
18,21,24534.88,464.888,1.994,0.0
18,2,23271.36,1727.776,2.314,0.0
2,13,98266.507,1733.493,0.379,0.0
2,7,97658.891,2335.152,0.427,0.003
2,4,97188.286,2813.12,0.645,0.0
2,23,24982.129,17.88,1.648,0.0
2,12,95234.383,4768.0,0.531,0.0
2,18,23063.968,1937.0,2.314,0.0
11,3,24851.074,148.926,1.722,0.0
11,10,17095.032,7910.925,1.422,0
