node1,node2,available_bandwidth,throughput,delay,packet_loss
19,7,23695.412,1304.588,1.212,0.0
19,6,1538.086,11.914,2.015,0.0
19,13,24886.817,113.183,1.262,0.0
7,19,24851.074,148.926,1.212,0.0
7,1,99285.157,714.843,1.32,0.0
7,6,1383.203,166.797,1.371,0.0
7,17,99261.089,738.911,1.931,0.0
7,21,98939.41,1060.59,1.813,0.0
7,2,97896.932,2103.068,1.087,0.0
6,19,1550.0,0.0,2.015,0
6,7,1394.878,155.122,1.371,0.0
13,19,24189.845,810.155,1.262,0.0
13,14,352.6389999999999,1197.361,5.991,0.0
13,17,97855.232,2144.768,0.967,0.0
13,2,96991.464,3002.579,0.476,0.002
1,3,97045.077,2954.923,1.043,0.0
1,7,99064.508,935.492,1.32,0.0
1,16,89587.126,10412.874,0.856,0.0
3,1,98707.326,1292.674,1.043,0.0
3,14,805.372,744.628,0.677,0.0
3,10,98641.559,1358.441,0,0.0
3,21,96497.031,3497.011,1.539,0.002
3,11,22229.745,2770.255,0.559,0.0
14,3,537.066,1012.934,0.676,0.0
14,13,1299.565,250.435,5.992,0.0
10,3,98421.389,1578.611,0,0.0
10,12,76630.365,23363.678,0,0.0
10,17,92767.936,7220.15,0.233,0.002
10,16,88889.91500000001,11116.042,1.238,0
10,11,22557.381,2448.576,0.195,0
15,20,24714.206,285.937,0.897,0.0
15,9,24595.125,405.077,1.863,0.0
20,15,24440.04,559.68,0.898,0.0
20,22,24147.906,852.094,1.882,0.0
20,17,99672.124,327.876,1.087,0.0
12,10,97462.309,2531.734,0,0.002
12,22,98665.387,1334.613,1.231,0.0
12,2,94602.699,5397.301,0.605,0.0
22,12,99058.791,941.209,1.23,0.0
22,20,24624.708,375.292,1.882,0.0
8,5,17765.834,7225.867,0.887,0.002
8,9,24803.516,196.582,0.034,0.0
5,8,19561.239,5436.044,0.887,0.0
5,16,10953.103,14040.94,1.356,0.0
17,10,87448.556,12551.444,0.233,0.0
17,13,98528.616,1471.384,0.968,0.0
17,7,99440.04,559.96,1.931,0.0
17,23,24928.516,71.484,1.575,0.0
17,20,98808.596,1191.404,1.088,0.0
23,17,24928.516,71.484,1.575,0.0
23,2,24982.129,17.871,0.136,0.0
16,1,98153.323,1846.677,0.856,0.0
16,10,80788.606,19223.308,1.238,0
16,4,92303.528,7696.472,1.158,0.0
16,5,12942.989,12057.011,1.356,0.0
16,9,92059.29,7940.71,0.499,0.0
4,16,97158.501,2841.499,1.158,0.0
4,2,92678.821,7321.179,0.982,0.0
9,16,89729.855,10270.145,0.499,0.0
9,8,24934.473,65.495,0.034,0.0
9,15,24565.137,434.645,1.863,0.0
21,3,99529.395,470.605,1.538,0.0
21,7,98868.166,1131.834,1.814,0.0
21,18,22325.297,2674.703,3.152,0.0
18,21,24588.966,411.034,3.152,0.0
18,2,22813.773,2186.227,2.661,0.0
2,13,99124.318,875.682,0.476,0.0
2,7,98981.349,1018.651,1.087,0.0
2,4,96062.409,3937.591,0.982,0.0
2,23,24976.172,23.828,0.136,0.0
2,12,94960.36,5039.64,0.605,0.0
2,18,22962.699,2037.301,2.661,0.0
11,3,24916.602,83.398,0.558,0.0
11,10,16952.064,8047.936,0.195,0.0
