node1,node2,available_bandwidth,throughput,delay,packet_loss
19,7,24225.587,774.413,0.939,0.0
19,6,1550.0,0.0,1.583,0
19,13,24982.129,17.871,1.568,0.0
7,19,24946.147,53.853,0.939,0.0
7,1,99695.952,304.048,0.661,0.0
7,6,1394.878,155.122,1.467,0.0
7,17,99273.243,726.757,1.186,0.0
7,21,99481.739,518.261,0.951,0.0
7,2,98391.604,1608.396,0.271,0.0
6,19,1549.76,0.24,1.583,0.0
6,7,1395.117,154.883,1.467,0.0
13,19,24457.671,542.329,1.568,0.0
13,14,1037.4560000000001,512.544,1.186,0.0
13,17,95699.03,4295.012,0.732,0.001
13,2,97426.567,2573.433,1.25,0.0
1,3,99535.112,464.888,0.72,0.0
1,7,99642.339,357.661,0.661,0.0
1,16,92756.022,7238.021,1.004,0.001
3,1,99130.035,869.965,0.72,0.0
3,14,1085.112,464.888,1.696,0.0
3,10,99040.68,959.32,0.632,0.0
3,21,98361.579,1644.378,1.772,0
3,11,23254.353,1745.647,1.298,0.0
14,3,1156.837,393.163,1.696,0.0
14,13,1293.848,256.152,1.186,0.0
10,3,99070.465,929.535,0.631,0.0
10,12,80014.193,19985.807,1.125,0.0
10,17,91844.838,8143.248,0.514,0.001
10,16,91249.135,8744.908,3.037,0.001
10,11,23397.561,1602.439,0.911,0.0
15,20,24821.289,178.8,1.476,0.0
15,9,24666.407,333.593,1.653,0.0
20,15,24642.16,357.661,1.476,0.0
20,22,24272.88,727.12,1.408,0.0
20,17,99880.8,119.14,1.203,0.0
12,10,98534.333,1465.667,1.125,0.0
12,22,99356.642,643.68,0.731,0.0
12,2,95145.027,4843.058,1.152,0.002
22,12,99654.08,345.747,0.731,0.0
22,20,24832.88,167.12,1.407,0.0
8,5,18745.127,6258.0,1.522,0.0
8,9,24934.473,65.527,1.714,0.0
5,8,21209.2,3788.906,1.522,0.0
5,16,12227.72,12759.94,0.636,0.0
17,10,90283.85800000001,9722.099,0.514,0
17,13,98921.539,1078.461,0.732,0.0
17,7,99600.64,399.36,1.186,0.0
17,23,24975.932,24.068,0.931,0.0
17,20,98939.41,1067.08,1.204,0
23,17,24880.86,119.14,0.931,0.0
23,2,24988.086,11.914,1.068,0.0
16,1,99606.837,393.163,1.003,0.0
16,10,82790.16500000001,17227.706,3.037,0
16,4,92303.528,7690.515,0.942,0.001
16,5,16201.479,8808.88,0.636,0
16,9,95192.684,4807.316,1.545,0.0
4,16,98998.981,995.062,0.942,0.006
4,2,93536.39199999999,6457.651,0.709,0.001
9,16,90814.273,9185.727,1.545,0.0
9,8,24964.258,35.742,1.714,0.0
9,15,24815.332,184.668,1.654,0.0
21,3,99690.235,309.765,1.772,0.0
21,7,99040.92,959.08,0.951,0.0
21,18,23921.779,1072.8,1.039,0.006
18,21,24529.16,470.605,1.039,0.0
18,2,23527.88,1471.384,1.31,0.0
2,13,99082.619,917.381,1.25,0.0
2,7,99606.597,393.403,0.271,0.0
2,4,96205.137,3794.863,0.71,0.0
2,23,24922.319,77.681,1.068,0.0
2,12,95436.682,4563.318,1.152,0.0
2,18,23945.367,1055.16,1.31,0.0
11,3,24958.061,41.939,1.298,0.0
11,10,16558.661,8447.296,0.911,0
