node1,node2,available_bandwidth,throughput,delay,packet_loss
19,7,24195.562,804.84,4.046,0.0
19,6,1550.0,0.0,0.977,0
19,13,24994.043,5.96,1.795,0.0
7,19,24892.48,107.466,4.046,0.0
7,1,99761.36,238.64,1.503,0.0
7,6,1460.36,89.64,1.236,0.0
7,17,99404.0,595.702,0.18,0.0
7,21,99564.92,435.08,0.414,0.0
7,2,98736.48,1263.52,1.728,0.0
6,19,1549.76,0.24,0.977,0.0
6,7,1436.76,113.24,1.236,0.0
13,19,24129.6,869.965,1.795,0.0
13,14,1156.4,393.6,1.625,0.0
13,17,98229.88,1770.12,0.432,0.0
13,2,97961.68,2038.32,1.278,0.0
1,3,99523.2,476.8,1.929,0.0
1,7,99684.12,315.88,1.503,0.0
1,16,96455.572,3540.24,1.918,0.002
3,1,99451.44,548.56,1.929,0.0
3,14,1221.96,328.04,1.148,0.0
3,10,98980.84,1019.16,0.868,0.0
3,21,98813.96,1186.04,1.702,0.0
3,11,23629.2,1370.8,0.355,0.0
14,3,1198.3600000000001,351.64,1.148,0.0
14,13,1389.08,160.92,1.625,0.0
10,3,99034.24,965.76,0.868,0.0
10,12,82996.12,17003.88,1.153,0.0
10,17,91858.64,8137.291,0.258,0.0
10,16,94034.04,5960.0,1.855,0.001
10,11,23712.64,1281.4,1.286,0.005
15,20,24928.48,71.52,1.559,0.0
15,9,24636.44,363.56,1.414,0.0
20,15,24546.8,453.2,1.559,0.0
20,22,24415.92,584.08,1.122,0.0
20,17,99856.96,142.969,0.845,0.0
12,10,98712.4,1287.6,1.153,0.0
12,22,99439.76,560.24,1.184,0.0
12,2,95833.96,4166.04,0.831,0.0
22,12,99338.2,661.8,1.184,0.0
22,20,24803.08,196.92,1.122,0.0
8,5,20005.52,4994.48,1.229,0.0
8,9,24964.24,35.76,0.986,0.0
5,8,23050.84,1949.16,1.229,0.0
5,16,15183.88,9822.08,1.356,0
17,10,93137.271,6866.16,0.258,0.0
17,13,99308.4,691.6,0.432,0.0
17,7,99749.565,250.56,0.18,0.0
17,23,24987.846,12.16,0.99,0.0
17,20,98576.032,1424.68,0.845,0.0
23,17,24910.6,89.355,0.99,0.0
23,2,24988.08,11.92,0.522,0.0
16,1,99528.92,470.845,1.918,0.0
16,10,84652.76,15335.32,1.855,0.001
16,4,93342.44,6663.52,1.816,0
16,5,19749.0,5251.0,1.356,0.0
16,9,98259.44,1740.56,1.075,0.0
4,16,98194.12,1805.88,1.816,0.0
4,2,94582.36,5417.64,1.467,0.0
9,16,91727.52,8272.48,1.074,0.0
9,8,24952.08,47.92,0.986,0.0
9,15,24928.24,71.76,1.414,0.0
21,3,99677.92,322.08,1.702,0.0
21,7,99177.28,822.72,0.414,0.0
21,18,24171.32,828.68,0.895,0.0
18,21,24624.52,375.48,0.895,0.0
18,2,23581.52,1418.48,0.293,0.0
2,13,99010.4,989.6,1.277,0.0
2,7,98909.08,1090.92,1.727,0.0
2,4,96900.56,3099.44,1.467,0.0
2,23,24993.8,6.2,0.522,0.0
2,12,96942.28,3057.72,0.831,0.0
2,18,24326.28,673.72,0.293,0.0
11,3,24940.16,59.84,0.355,0.0
11,10,17424.6,7575.4,1.286,0.0
