node1,node2,available_bandwidth,throughput,delay,packet_loss
19,7,24843.518,156.404,0.312,0.0
19,6,1545.197,4.803,0.879,0.0
19,13,24998.207,1.792,0.015,0.0
7,19,24995.639,4.363,0.312,0.0
7,1,99795.635,204.466,0.225,0.0
7,6,1532.513,17.495,0,0.0
7,17,99989.732,10.268,1.441,0.0
7,21,99995.877,4.123,0,0.0
7,2,99452.323,547.405,0.747,0.0
6,19,1546.176,3.824,0.88,0.0
6,7,1495.051,54.922,0,0.0
13,19,24966.68,33.337,0.015,0.0
13,14,1484.561,65.471,0.334,0.0
13,17,99925.669,74.331,1.655,0.0
13,2,99131.54,868.46,1.757,0.0
1,3,99927.52,72.48,0.337,0.0
1,7,99904.845,95.108,0.225,0.0
1,16,99189.628,815.877,0.504,0
3,1,99486.977,513.023,0.337,0.0
3,14,1539.719,10.281,0.019,0.0
3,10,99981.2,18.8,1.156,0.0
3,21,99989.719,10.276,1.045,0.0
3,11,24995.637,4.361,0.509,0.0
14,3,1468.8220000000001,81.178,0.019,0.0
14,13,1486.825,63.144,0.333,0.0
10,3,99695.627,304.373,1.156,0.0
10,12,98818.8,1181.2,0.38,0.0
10,17,99981.402,18.589,1.285,0.0
10,16,99551.385,454.299,1.788,0
10,11,24993.844,6.153,1.477,0.0
15,20,24986.973,13.033,25.755,0.0
15,9,24897.277,102.723,1.643,0.0
20,15,24955.106,44.872,25.755,0.0
20,22,24970.503,29.497,1.314,0.0
20,17,99944.46,55.512,1.382,0.0
12,10,99879.544,120.456,0.38,0.0
12,22,99990.691,9.309,1.484,0.0
12,2,97894.259,2110.605,0.332,0
22,12,99880.452,119.548,1.484,0.0
22,20,25000.0,0.0,1.314,0
8,5,24205.779,794.221,0.828,0.0
8,9,24994.352,5.645,0.69,0.0
5,8,24984.309,15.691,0.828,0.0
5,16,23223.028,1776.091,0.907,0.0
17,10,99488.468,505.876,1.285,0.007
17,13,99900.496,99.504,1.655,0.0
17,7,99945.074,54.926,1.441,0.0
17,23,24993.824,6.179,0.015,0.0
17,20,99987.901,12.105,1.382,0.0
23,17,24979.931,20.059,0.015,0.0
23,2,24964.593,35.389,0.427,0.0
16,1,99666.077,334.088,0.503,0.0
16,10,99981.705,18.304,1.788,0.0
16,4,96351.635,3644.264,1.495,0.001
16,5,24309.843,684.589,0.908,0.003
16,9,99978.803,21.197,1.43,0.0
4,16,99838.564,161.356,1.495,0.0
4,2,96826.015,3172.412,0.753,0.0
9,16,98699.722,1300.278,1.43,0.0
9,8,25000.0,0.0,0.69,0
9,15,24992.024,7.976,1.643,0.0
21,3,99950.442,49.583,1.045,0.0
21,7,99816.928,183.072,0,0.0
21,18,24995.877,4.123,1.154,0.0
18,21,24976.424,23.576,1.154,0.0
18,2,24761.368,238.632,0.63,0.0
2,13,99972.618,27.382,1.757,0.0
2,7,99934.684,65.349,0.748,0.0
2,4,98854.581,1145.987,0.753,0.0
2,23,24995.877,4.125,0.428,0.0
2,12,99985.221,14.786,0.332,0.0
2,18,24994.085,5.915,0.63,0.0
11,3,24982.335,17.674,0.509,0.0
11,10,23928.492,1066.13,1.477,0.005
