node1,node2,available_bandwidth,throughput,delay,packet_loss
19,7,23613.815,1386.185,1.687,0.0
19,6,1550.0,0.0,1.327,0
19,13,24940.251,59.749,1.401,0.0
7,19,24898.185,101.815,1.687,0.0
7,1,99241.183,758.437,0.726,0.0
7,6,1376.4859999999999,173.427,1.097,0.0
7,17,99252.892,741.877,0.613,0.008
7,21,98727.098,1274.18,3.685,0.0
7,2,97627.709,2374.671,0.694,0.0
6,19,1549.76,0.241,1.328,0.0
6,7,1400.701,149.373,1.098,0.0
13,19,23912.321,1087.679,1.401,0.0
13,14,737.168,812.832,2.323,0.0
13,17,97741.23300000001,2261.034,0.443,0.0
13,2,97317.013,2679.699,2.026,0.002
1,3,99312.642,687.358,0,0.0
1,7,99563.808,436.411,0.727,0.0
1,16,91389.875,8600.823,2.387,0.002
3,1,98989.995,1010.005,0,0.0
3,14,934.341,615.659,3.765,0.0
3,10,98924.271,1075.729,0,0.0
3,21,97400.662,2601.947,0.873,0.0
3,11,22800.982,2201.224,0,0.0
14,3,1036.155,513.845,3.765,0.0
14,13,1257.228,292.772,2.322,0.0
10,3,98936.461,1063.539,0,0.0
10,12,78573.63399999999,21425.155,0.004,0.001
10,17,92979.208,7027.837,0.774,0.0
10,16,90206.837,9773.086,1.388,0.003
10,11,23093.754,1908.159,0.084,0.0
15,20,24629.554,370.818,0.504,0.0
15,9,24480.18,520.341,1.042,0.0
20,15,24455.735,543.719,0.505,0.0
20,22,24240.421,759.579,0.069,0.0
20,17,99778.705,221.295,1.72,0.0
12,10,98206.62,1792.481,0.004,0.0
12,22,99156.871,843.552,0.663,0.0
12,2,94183.23,5819.689,1.076,0.0
22,12,99168.65,830.933,0.664,0.0
22,20,24653.106,346.894,0.069,0.0
8,5,18511.218,6489.313,2.342,0.001
8,9,24802.827,197.371,0.356,0.0
5,8,20747.556,4254.155,2.342,0
5,16,11901.515,13098.485,7.775,0.0
17,10,89001.064,11017.784,0.773,0
17,13,99186.593,812.591,0.443,0.0
17,7,99180.612,818.566,0.613,0.0
17,23,24976.076,23.912,2.551,0.0
17,20,99222.479,777.521,1.72,0.0
23,17,24934.243,65.79,2.551,0.0
23,2,24982.066,17.943,1.57,0.0
16,1,98923.432,1075.489,2.386,0.0
16,10,82416.056,17578.266,1.388,0
16,4,92619.528,7390.997,1.439,0
16,5,14132.644,10879.318,7.775,0
16,9,93917.391,6082.609,0.719,0.0
4,16,98416.401,1585.188,1.439,0.0
4,2,92871.659,7111.57,1.585,0.003
9,16,90310.888,9689.112,0.719,0.0
9,8,24862.439,137.424,0.355,0.0
9,15,24527.506,472.02,1.042,0.0
21,3,99677.03,322.647,0.873,0.0
21,7,98785.871,1212.912,3.684,0.0
21,18,22972.464,2027.536,1.699,0.0
18,21,24623.201,382.78,1.699,0
18,2,23157.873,1842.127,1.451,0.0
2,13,98803.813,1194.987,2.026,0.0
2,7,98594.481,1404.11,0.694,0.0
2,4,95370.758,4624.602,1.585,0.0
2,23,24988.038,11.956,1.57,0.0
2,12,95807.366,4190.532,1.077,0.0
2,18,23193.758,1806.242,1.451,0.0
11,3,24904.305,95.599,0,0.0
11,10,17057.321,7946.667,0.085,0
