node1,node2,available_bandwidth,throughput,delay,packet_loss
19,6,1472.636,77.403,0.746,0.01
19,13,24982.147,17.862,106.457,0.01
19,7,24256.116,744.256,0.923,0.01
6,19,1550.0,0.0,0.746,0
6,7,1395.195,154.805,1.046,0.01
13,19,24404.595,595.107,106.457,0.01
13,2,100000.0,0.0,0.361,0
13,17,92777.742,7228.212,0.001,0
13,14,1133.217,416.783,0.424,0.01
15,20,24857.103,142.969,0.258,0.01
15,9,24827.333,172.667,0.235,0.01
20,15,24785.547,214.346,0.258,0.01
20,17,99660.21,339.62,0.001,0.01
20,22,24410.015,589.69,0.563,0.01
7,19,24940.46,59.511,0.923,0.01
7,21,99243.836,756.164,0.001,0.01
7,2,90175.584,9818.462,2.81,0.06
7,6,1460.689,89.311,1.046,0.01
7,17,99321.239,678.761,0.001,0.01
7,1,99773.746,226.254,0.55,0.01
21,7,96040.559,3959.441,0.001,0.01
21,18,23916.364,1083.636,0.001,0.01
21,3,99946.414,53.586,0.001,0.01
18,21,24535.345,464.655,0.001,0.01
18,2,23529.111,1470.889,0.597,0.01
11,3,16503.337,8496.663,0.588,0.01
11,10,24999.76,0.24,0.647,0.01
3,11,23374.545,1625.455,0.588,0.01
3,21,95879.8,4120.2,0.001,0.01
3,1,99779.7,220.3,0.274,0.01
3,14,1121.069,428.931,0.516,0.01
3,10,93176.424,6823.576,0.57,0.01
1,3,99987.852,12.148,0.274,0.01
1,16,93122.837,6883.117,0.001,0
1,7,94051.908,5948.092,0.549,0.01
4,16,99583.008,416.783,0.712,0.01
4,2,97664.848,2333.986,0.838,0.01
16,4,100000.0,0.0,0.712,0
16,5,16199.92,8798.521,0.473,0.07
16,9,95123.636,4876.364,0.001,0.01
16,1,94135.265,5870.689,0.001,0
16,10,83120.28,16873.766,0.157,0.04
5,16,18447.036,6549.69,0.473,0.01
5,8,21240.88,3757.243,0.822,0.01
9,16,84727.632,15272.368,0.001,0.01
9,15,24809.471,190.529,0.235,0.01
9,8,24970.23,29.77,0.154,0.01
10,16,92688.192,7317.762,0.157,0
10,17,92509.57,7490.43,0.001,0.01
10,11,23291.189,1708.811,0.647,0.01
10,3,99220.02,779.98,0.57,0.01
10,12,80827.97200000001,19181.609,0.279,0.01
2,13,98445.994,1554.006,0.361,0.01
2,7,99517.722,482.278,2.81,0.01
2,23,24922.597,77.403,0.001,0.01
2,4,93206.434,6796.962,0.838,0.01
2,18,23975.904,1024.096,0.597,0.01
2,12,96248.951,3752.924,0.718,0.01
23,2,21796.484,3203.516,0.001,0.01
23,17,24999.76,0.24,0.001,0.01
12,2,96961.679,3036.803,0.717,0.01
12,10,98492.634,1506.613,0.279,0.01
12,22,99296.832,702.817,1.193,0.01
17,13,99255.744,744.256,0.001,0.01
17,7,100000.0,0.0,0.001,0
17,23,21891.988,3108.012,0.001,0.01
17,20,98969.95,1030.565,0.001,0.01
17,10,90324.675,9669.371,0.001,0.06
8,9,18736.104,6263.896,0.154,0.01
8,5,24970.23,29.785,0.822,0.01
14,13,1323.746,226.254,0.424,0.01
14,3,1258.252,291.748,0.516,0.01
22,20,24839.241,160.84,0.562,0.01
22,12,99755.884,244.238,1.193,0.01
