node1,node2,available_bandwidth,throughput,delay,packet_loss
19,6,1549.76,0.24,0.001,0.01
19,13,24999.76,0.24,0.305,0.01
19,7,24999.76,0.24,0.001,0.01
6,19,1550.0,0.0,0.001,0
6,7,1549.76,0.24,0.001,0.01
13,19,25000.0,0.0,0.305,0
13,2,100000.0,0.0,0.215,0
13,17,100000.0,0.0,0.273,0
13,14,1550.0,0.0,0.276,0
15,20,25000.0,0.0,0.378,0
15,9,25000.0,0.0,0.317,0
20,15,25000.0,0.0,0.378,0
20,17,100000.0,0.0,0.236,0
20,22,25000.0,0.0,0.183,0
7,19,25000.0,0.0,0.001,0
7,21,100000.0,0.0,0.001,0
7,2,100000.0,0.0,0.001,0
7,6,1550.0,0.0,0.001,0
7,17,100000.0,0.0,0.001,0
7,1,100000.0,0.0,0.117,0
21,7,99999.76,0.24,0.001,0.01
21,18,24999.76,0.24,0.406,0.01
21,3,100000.0,0.0,0.351,0
18,21,25000.0,0.0,0.406,0
18,2,25000.0,0.0,0.332,0
11,3,25000.0,0.0,0.434,0
11,10,25000.0,0.0,0.901,0
3,11,24999.76,0.24,0.435,0.01
3,21,99999.76,0.24,0.351,0.01
3,1,99999.76,0.24,0.354,0.01
3,14,1550.0,0.0,0.154,0
3,10,100000.0,0.0,0.27,0
1,3,100000.0,0.0,0.354,0
1,16,100000.0,0.0,0.065,0
1,7,100000.0,0.0,0.117,0
4,16,100000.0,0.0,0.695,0
4,2,100000.0,0.0,0.411,0
16,4,99999.76,0.24,0.694,0.01
16,5,24999.76,0.24,0.044,0.01
16,9,99999.76,0.24,0.1,0.01
16,1,99999.76,0.24,0.065,0.01
16,10,99999.76,0.24,0.327,0.01
5,16,25000.0,0.0,0.044,0
5,8,25000.0,0.0,89.144,0
9,16,100000.0,0.0,0.1,0
9,15,24999.76,0.24,0.317,0.01
9,8,24999.76,0.24,0.279,0.01
10,16,100000.0,0.0,0.327,0
10,17,100000.0,0.0,0.321,0
10,11,25000.0,0.0,0.901,0
10,3,100000.0,0.0,0.27,0
10,12,100000.0,0.0,0.314,0
2,13,99999.76,0.24,0.216,0.01
2,7,99999.76,0.24,0.001,0.01
2,23,24999.76,0.24,0.486,0.01
2,4,99999.76,0.24,0.41,0.01
2,18,24999.76,0.24,0.332,0.01
2,12,99999.76,0.24,0.582,0.01
23,2,25000.0,0.0,0.486,0
23,17,25000.0,0.0,0.281,0
12,2,99999.76,0.24,0.582,0.01
12,10,99999.76,0.24,0.314,0.01
12,22,99999.76,0.24,3.536,0.01
17,13,99999.76,0.24,0.273,0.01
17,7,99999.76,0.24,0.001,0.01
17,23,24999.76,0.24,0.281,0.01
17,20,99999.76,0.24,0.236,0.01
17,10,99999.76,0.24,0.321,0.01
8,9,25000.0,0.0,0.279,0
8,5,25000.0,0.0,89.143,0
14,13,1549.76,0.24,0.276,0.01
14,3,1549.76,0.24,0.155,0.01
22,20,24999.76,0.24,0.183,0.01
22,12,99999.76,0.24,3.536,0.01
