node1,node2,available_bandwidth,throughput,delay,packet_loss
19,6,1549.76,0.24,1.152,0.01
19,13,24999.76,0.24,1.213,0.01
19,7,24999.76,0.24,0.754,0.01
6,19,1550.0,0.0,1.152,0
6,7,1550.0,0.0,0.85,0
13,19,25000.0,0.0,1.213,0
13,2,100000.0,0.0,0.328,0
13,17,100000.0,0.0,0.291,0
13,14,1550.0,0.0,0.001,0
15,20,25000.0,0.0,0.005,0
15,9,25000.0,0.0,1.567,0
20,15,25000.0,0.0,0.005,0
20,17,99999.76,0.24,77.79,0.01
20,22,24999.76,0.24,0.205,0.01
7,19,25000.0,0.0,0.754,0
7,21,100000.0,0.0,0.221,0
7,2,100000.0,0.0,1.31,0
7,6,1550.0,0.0,0.85,0
7,17,100000.0,0.0,2.123,0
7,1,100000.0,0.0,0.117,0
21,7,99999.76,0.24,0.221,0.01
21,18,24999.76,0.24,0.801,0.01
21,3,100000.0,0.0,1.021,0
18,21,25000.0,0.0,0.801,0
18,2,25000.0,0.0,1.522,0
11,3,24999.76,0.24,0.001,0.01
11,10,24999.76,0.24,0.001,0.01
3,11,24999.76,0.24,0.001,0.01
3,21,99999.76,0.24,1.022,0.01
3,1,99999.76,0.24,0.64,0.01
3,14,1550.0,0.0,0.001,0
3,10,100000.0,0.0,0.209,0
1,3,99999.76,0.24,0.64,0.01
1,16,99999.76,0.24,0.604,0.01
1,7,100000.0,0.0,0.117,0
4,16,100000.0,0.0,0.112,0
4,2,100000.0,0.0,1.654,0
16,4,100000.0,0.0,0.112,0
16,5,25000.0,0.0,1.41,0
16,9,100000.0,0.0,1.486,0
16,1,100000.0,0.0,0.603,0
16,10,100000.0,0.0,1.109,0
5,16,24999.76,0.24,1.41,0.01
5,8,24999.76,0.24,1.586,0.01
9,16,100000.0,0.0,1.486,0
9,15,25000.0,0.0,1.567,0
9,8,25000.0,0.0,1.992,0
10,16,99999.76,0.24,1.109,0.01
10,17,99999.76,0.24,0.838,0.01
10,11,25000.0,0.0,0.001,0
10,3,100000.0,0.0,0.208,0
10,12,100000.0,0.0,0.24,0
2,13,100000.0,0.0,0.328,0
2,7,100000.0,0.0,1.311,0
2,23,25000.0,0.0,1.764,0
2,4,100000.0,0.0,1.654,0
2,18,25000.0,0.0,1.522,0
2,12,100000.0,0.0,0.382,0
23,2,24999.76,0.24,1.764,0.01
23,17,24999.76,0.24,0.505,0.01
12,2,99999.76,0.24,0.382,0.01
12,10,99999.76,0.24,0.24,0.01
12,22,99999.76,0.24,1.15,0.01
17,13,100000.0,0.0,0.291,0
17,7,100000.0,0.0,2.124,0
17,23,25000.0,0.0,0.505,0
17,20,100000.0,0.0,77.79,0
17,10,100000.0,0.0,0.838,0
8,9,24999.76,0.24,1.992,0.01
8,5,25000.0,0.0,1.585,0
14,13,1550.0,0.0,0.001,0
14,3,1550.0,0.0,0.001,0
22,20,24999.76,0.24,0.205,0.01
22,12,99999.76,0.24,1.15,0.01
