node1,node2,available_bandwidth,throughput,delay,packet_loss
19,6,1544.064,5.936,0.712,0.01
19,13,24252.032,747.596,1.585,0.01
19,7,24103.625,895.928,1.353,0.01
6,19,1549.761,0.239,0.713,0.01
6,7,1383.546,166.371,0.435,0.01
13,19,24020.767,979.721,1.585,0.01
13,2,93882.529,6120.518,0.001,0.01
13,17,96647.446,3342.351,0.988,0.35
13,14,695.366,854.634,0.638,0.01
15,20,20840.518,4161.554,0.001,0.01
15,9,18568.064,6429.203,0.756,0.09
20,15,18576.733,6426.003,0.001,0
20,17,94799.841,5200.159,1.018,0.01
20,22,24180.797,819.203,1.06,0.01
7,19,24839.562,160.518,1.353,0.01
7,21,98528.542,1472.191,0.821,0.01
7,2,98427.675,1561.235,0.001,0.75
7,6,1324.535,225.578,0.434,0.01
7,17,98914.206,1080.398,1.798,0.55
7,1,99056.605,938.396,1.525,0.63
21,7,98527.809,1483.325,0.821,0
21,18,22637.371,2362.629,2.283,0.01
21,3,99851.355,148.719,0.001,0.01
18,21,24531.036,468.964,2.283,0.01
18,2,23242.869,1757.131,0.001,0.01
11,3,24863.466,136.602,0.001,0.01
11,10,17104.781,7897.149,0.904,0.08
3,11,22380.807,2617.888,0.001,0.01
3,21,97054.15,2944.382,0.001,0.01
3,1,99512.985,487.015,0.001,0.01
3,14,997.653,551.797,0.001,0.01
3,10,99483.288,516.969,0.001,0.01
1,3,99334.808,665.192,0.001,0.01
1,16,90188.421,9806.693,0.001,0.01
1,7,99085.122,913.967,1.526,0.01
4,16,96147.131,3852.869,0.683,0.01
4,2,91119.124,8880.876,0.001,0.01
16,4,94004.382,5995.618,0.682,0.01
16,5,16422.112,8577.888,0.993,0.01
16,9,95072.908,4927.092,1.627,0.01
16,1,97940.12,2060.907,0.001,0.01
16,10,84945.657,15038.087,0.148,0.16
5,16,19093.426,5906.574,0.993,0.01
5,8,22198.088,2800.518,0.176,0.01
9,16,86637.49,13362.51,1.627,0.01
9,15,20874.064,4123.883,0.755,0.01
9,8,22150.359,2848.223,0.001,0.01
10,16,96365.202,3638.924,0.148,0
10,17,92908.58,7093.825,1.653,0
10,11,21826.64,3170.199,0.904,0.01
10,3,99173.799,825.79,0.001,0.01
10,12,79859.89,20159.761,1.643,0
2,13,98254.741,1750.324,0.001,0
2,7,97310.876,2687.785,0.001,0.01
2,23,24952.51,53.4,0.001,0
2,4,95903.745,4101.952,0.001,0.01
2,18,23058.606,1941.394,0.001,0.01
2,12,94847.092,5158.845,0.001,0
23,2,24899.134,100.916,0.001,0.01
23,17,24899.134,100.916,2.078,0.01
12,2,94811.713,5182.351,0.001,0.11
12,10,97999.482,2001.515,1.643,0.01
12,22,99127.371,872.629,0.81,0.01
17,13,96627.968,3370.353,0.989,0.01
17,7,98307.928,1697.163,1.798,0
17,23,24976.016,23.972,2.078,0.01
17,20,92632.869,7367.131,1.018,0.01
17,10,93689.522,6307.683,1.653,0.09
8,9,17340.11,7663.705,0.001,0.01
8,5,24946.361,53.665,0.177,0.01
14,13,1081.03,468.97,0.638,0.01
14,3,1116.63,433.802,0.001,0.01
22,20,24050.199,949.801,1.06,0.01
22,12,100000.0,0.0,0.81,0
