node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.443922,556.077905,0.0,1.406193
1,7,99999.575554,424.445937,0.0,0.899911
1,16,99999.798522,201.477503,0.0,0.234604
2,4,99999.798573,201.426774,0.0,1.347184
2,7,99999.666918,333.08151,0.0,1.371741
2,12,99999.798556,201.443681,0.0,1.309514
2,13,99999.666905,333.095489,0.0,2.216935
2,18,24999.798548,201.452134,0.0,0.624895
2,23,24999.818706,181.294242,1.111111,1.103997
3,10,99999.575554,424.445937,0.0,0.2141
3,11,24999.535278,464.721932,0.0,1.163125
3,14,1549.838818,161.182001,0.0,0.895023
3,21,99999.666891,333.109469,0.0,1.165867
4,16,99999.798565,201.435229,0.0,1.348734
5,8,24999.758247,241.752714,0.0,0.520825
5,16,24999.798556,201.443681,0.0,3.72529
6,7,1549.838818,161.182001,0.0,0.458121
6,19,1549.838818,161.182001,0.0,1.187325
7,17,99999.798531,201.469045,0.0,1.343489
7,19,24999.838818,161.182001,0.0,1.332879
7,21,99999.707186,292.813969,0.0,1.164913
8,9,24999.758227,241.773004,0.0,1.183987
9,15,24999.798531,201.469045,0.0,1.189232
9,16,99999.798539,201.460589,0.0,1.05679
10,11,24999.838825,161.175236,0.0,0.322104
10,12,99999.535317,464.68293,0.0,0.46885
10,16,99999.798531,201.469045,0.0,1.13523
10,17,99999.666905,333.095489,0.0,0.63777
12,22,99999.798573,201.426773,0.0,0.299573
13,14,1549.838818,161.182001,0.0,1.515269
13,17,99999.666905,333.095489,0.0,0.926375
13,19,24999.838818,161.182001,0.0,1.065135
15,20,24999.798548,201.452137,0.0,0.706673
17,20,99999.798556,201.443681,0.0,1.192331
17,23,24999.798565,201.435229,0.0,1.932263
18,21,24999.798539,201.460591,0.0,1.204967
20,22,24999.798573,201.426773,0.0,1.084089
