node1,node2,free_bw,used_bw,pkloss,delay
1,3,95424.476903,4575523.096918,0.000198,1.349092
1,7,88344.710604,11655289.396356,0.000395,2.572894
1,16,82035.777809,17964222.190926,0.000145,1.194477
2,4,87298.315842,12701684.157502,4.5e-05,2.3278
2,7,77443.369658,22556630.341702,0.000552,2.924681
2,12,80622.490466,19377509.53434,9.4e-05,0.946641
2,13,95520.290152,4479709.84804,8.8e-05,2.395034
2,18,24422.992528,577007.472085,0.0,2.263904
2,23,24690.230972,309769.027875,0.0,1.989722
3,10,90326.102183,9673897.817292,0.0,1.93131
3,11,15365.26028,9634739.720334,0.0,1.90258
3,14,756.812811,793187.189173,0.0,2.051711
3,21,91955.173677,8044826.32288,0.0,1.072884
4,16,95513.104471,4486895.529041,4.5e-05,1.930833
5,8,17109.592742,7890407.258065,0.000113,1.365185
5,16,24749.068666,250931.334491,0.000305,2.153993
6,7,1350.820082,199179.917723,0.0,2.331853
6,19,1540.831619,9168.380857,0.0,2.215981
7,17,87872.181883,12127818.117402,0.000668,1.729727
7,19,24034.625472,965374.527747,0.0,2.364755
7,21,90358.171774,9641828.22601,0.0,2.627611
8,9,10634.347889,14365652.111358,0.000133,2.045155
9,15,24997.796902,2203.098111,0.0,0.912547
9,16,75990.985455,24009014.545111,0.0,0.0
10,11,24592.548461,407451.539087,0.0,2.053618
10,12,93574.526865,6425473.135224,9.8e-05,1.960397
10,16,97197.589006,2802410.994228,0.0,2.102137
10,17,94861.940888,5138059.111541,0.000211,0.368357
12,22,98199.470697,1800529.303358,0.0,0.92113
13,14,1538.962807,11037.192511,0.0,2.211928
13,17,99537.449417,462550.583494,0.0,1.799464
13,19,24934.78969,65210.309798,0.0,2.936363
15,20,24746.818082,253181.918154,0.0,2.33078
17,20,98406.177287,1593822.71286,0.0,0.0
17,23,24771.714884,228285.116209,0.0,2.139449
18,21,21405.152884,3594847.116111,0.0,3.097177
20,22,24862.649183,137350.817183,0.0,1.894355
