node1,node2,free_bw,used_bw,pkloss,delay
1,3,97849.725991,2150274.009402,0.0,0.596881
1,7,93833.921263,6166078.737231,0.0,1.482487
1,16,93980.31632,6019683.680322,0.0,2.498984
2,4,92276.361896,7723638.103782,0.0,1.669049
2,7,93157.161555,6842838.445384,0.0,2.025962
2,12,89774.856279,10225143.720618,0.0,1.130462
2,13,92949.907165,7050092.835019,0.0,1.050115
2,18,22255.914036,2744085.963734,0.0,1.269937
2,23,23653.939662,1346060.33814,0.0,2.510905
3,10,95662.239677,4337760.323305,0.0,2.027869
3,11,20514.432505,4485567.494963,0.0,3.242493
3,14,1549.798514,201.485959,0.0,2.387166
3,21,98394.078304,1605921.696166,0.0,2.682686
4,16,94455.779445,5544220.555373,0.0,2.018452
5,8,21609.791809,3390208.1906,0.0,1.886845
5,16,17428.821561,7571178.439308,0.0,2.898693
6,7,1456.980649,93019.351211,0.0,1.312375
6,19,1549.798522,201.477502,0.0,1.745582
7,17,99993.747891,6252.109317,0.0,1.700878
7,19,24999.798514,201.485959,0.0,2.019286
7,21,99637.260348,362739.652422,0.0,1.885891
8,9,24999.838818,161.182001,0.0,2.443314
9,15,24999.838818,161.182001,0.0,2.044916
9,16,94050.867025,5949132.975151,0.0,2.163529
10,11,24999.798514,201.485959,0.0,2.155185
10,12,97590.351914,2409648.085964,0.0,1.875997
10,16,97785.16427,2214835.729867,0.0,2.63834
10,17,96281.283412,3718716.588314,0.0,69.98837
12,22,98962.301446,1037698.553769,0.0,0.602841
13,14,865.028333,684971.667244,0.0,1.081944
13,17,94678.794493,5321205.507052,0.0,2.82836
13,19,24493.599731,506400.268637,0.0,1.56498
15,20,24800.168226,199831.773699,0.0,2.947569
17,20,99198.221698,801778.301517,0.0,0.0
17,23,23722.331016,1277668.984399,0.0,1.020551
18,21,24750.198379,249801.620723,0.0,1.269102
20,22,24975.709225,24290.774784,0.0,0.721216
