node1,node2,free_bw,used_bw,pkloss,delay
1,3,98336.54369,1663456.310349,0.0,1.611114
1,7,92453.519557,7546480.442855,0.0,0.797272
1,16,94458.911024,5541088.976261,0.0,0.0
2,4,70326.63276,29673367.239531,0.0,2.429366
2,7,80113.23357,19886766.430357,0.000292,0.747442
2,12,75728.420349,24271579.650738,0.0,2.185941
2,13,95229.506798,4770493.201719,0.0,5.908489
2,18,15747.419073,9252580.926796,0.0,0.828147
2,23,21264.220316,3735779.68376,0.00077,1.286268
3,10,93528.118141,6471881.859372,0.0,2.053261
3,11,15011.276791,9988723.209449,0.0,3.12376
3,14,1549.838899,161.100856,0.0,0.0
3,21,90303.427585,9696572.41486,0.000143,2.206326
4,16,76964.568884,23035431.115675,0.0,1.462698
5,8,16325.091492,8674908.507916,0.0,1.229286
5,16,6165.77086,18834229.139512,0.000134,1.519203
6,7,1549.798632,201.367622,0.0,3.462315
6,19,1277.011325,272988.675468,0.0,1.282215
7,17,90063.82381,9936176.189747,0.000334,0.935793
7,19,24390.983132,609016.868118,0.0,2.09856
7,21,91891.442121,8108557.878602,0.000187,2.250314
8,9,24999.798573,201.426786,0.0,1.304388
9,15,24999.838852,161.148188,0.0,0.683665
9,16,86620.140363,13379859.63734,0.0,0.699043
10,11,24999.798573,201.426786,0.0,1.966715
10,12,96154.679386,3845320.613705,0.0,1.956701
10,16,95966.974063,4033025.937481,0.0,0.109553
10,17,94495.585681,5504414.319274,0.0,2.002239
12,22,97939.442868,2060557.132063,0.0,1.733303
13,14,175.161986,1374838.013748,0.0,9.239554
13,17,97658.311208,2341688.792025,0.000146,0.971437
13,19,23973.595046,1026404.953952,0.0,1.318574
15,20,24538.63754,461362.460007,0.0,3.043532
17,20,98648.874486,1351125.514231,0.0,1.214027
17,23,21174.774877,3825225.123218,0.000777,3.29423
18,21,21476.991269,3523008.730692,0.0,1.916766
20,22,24737.533373,262466.627487,0.0,1.221657
