node1,node2,free_bw,used_bw,pkloss,delay
1,3,99917.795925,82204.074974,0.0,2.128959
1,7,99991.507408,8492.592189,0.0,2.277017
1,16,99961.048762,38951.237935,0.0,1.612186
2,4,99831.719716,168280.283937,0.0,1.178861
2,7,99532.341026,467658.97352,0.0,1.91927
2,12,99694.006714,305993.286338,0.0,1.951694
2,13,99990.192226,9807.773643,0.0,1.800299
2,18,24701.304465,298695.535415,0.0,1.756072
2,23,24979.139533,20860.466611,0.0,0.699759
3,10,99962.531654,37468.345928,0.0,1.633167
3,11,24964.531373,35468.626956,0.0,1.177311
3,14,1549.758186,241.813602,0.0,0.570536
3,21,99743.484333,256515.667055,0.0,1.143813
4,16,99922.05438,77945.619884,0.0,0.995994
5,8,24986.528895,13471.105372,0.0,1.774788
5,16,24941.657645,58342.355214,0.0,1.458287
6,7,1549.838825,161.175243,0.0,0.823855
6,19,1547.797642,2202.358475,0.0,1.207709
7,17,99657.595127,342404.873409,0.0,1.024485
7,19,24902.34721,97652.789858,0.0,2.833605
7,21,99559.306025,440693.975272,0.0,0.863671
8,9,24999.838832,161.168482,0.0,2.206445
9,15,24999.798539,201.460602,0.0,0.792265
9,16,99884.305988,115694.012205,0.0,1.448393
10,11,24999.798531,201.469054,0.0,0.4704
10,12,99996.777973,3222.026562,0.0,0.871062
10,16,99928.669881,71330.118567,0.0,1.363039
10,17,99928.672874,71327.126155,0.0,1.392126
12,22,99738.207695,261792.305248,0.0,1.252294
13,14,1546.581024,3418.975651,0.0,1.713634
13,17,99811.517616,188482.384077,0.0,1.426578
13,19,24997.709872,2290.127667,0.0,1.50311
15,20,24997.749779,2250.220532,0.0,1.243591
17,20,99905.79113,94208.87022,0.0,1.144648
17,23,24959.357215,40642.785279,0.0,0.520825
18,21,24965.397004,34602.996158,0.0,1.761436
20,22,24993.505748,6494.251909,0.0,0.274539
