node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.838865,161.134657,0.0,4.694343
1,7,99999.838865,161.134657,0.0,1.311302
1,16,99999.798573,201.426773,0.0,1.571298
2,4,99999.798582,201.418321,0.0,1.017928
2,7,99999.79859,201.409869,0.0,1.40512
2,12,99999.79859,201.409869,0.0,1.009464
2,13,99999.798582,201.418321,0.0,0.638485
2,18,24999.798582,201.418321,0.0,1.600742
2,23,24999.798582,201.418321,0.0,1.381755
3,10,99999.838865,161.134657,0.0,1.72472
3,11,24999.798582,201.418321,0.0,0.923872
3,14,1549.838865,161.134657,0.0,1.183391
3,21,99999.838872,161.127895,0.0,0.737309
4,16,99999.798573,201.426773,0.0,1.343608
5,8,24999.758308,241.691843,0.0,1.659393
5,16,24999.798582,201.418321,0.0,1.646519
6,7,1549.838865,161.134657,0.0,1.90258
6,19,1549.838865,161.134657,0.0,0.50652
7,17,99999.798582,201.418321,0.0,2.281904
7,19,24999.838872,161.127895,0.0,1.30105
7,21,99999.838872,161.127895,0.0,1.104116
8,9,24999.758308,241.691843,0.0,0.407219
9,15,24999.798573,201.426773,0.0,1.406431
9,16,99999.798582,201.418321,0.0,1.457572
10,11,24999.838859,161.141418,0.0,1.274586
10,12,99999.798582,201.418321,0.0,1.573086
10,16,99999.798573,201.426773,0.0,1.285434
10,17,99999.798573,201.426773,0.0,0.965595
12,22,99999.79859,201.409869,0.0,1.2815
13,14,1549.838859,161.141418,0.0,1.544237
13,17,99999.798573,201.426773,0.0,1.738787
13,19,24999.838865,161.134657,0.0,1.37198
15,20,24999.798582,201.418321,0.0,1.03116
17,20,99999.798582,201.418321,0.0,0.042558
17,23,24999.798573,201.426773,0.0,1.482248
18,21,24999.798582,201.418321,0.0,1.38557
20,22,24999.79859,201.409869,0.0,0.838518
