node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.838832,161.168473,0.0,1.089931
1,7,99999.838859,161.141429,0.0,1.407027
1,16,99999.798522,201.477502,0.0,0.754356
2,4,99999.798472,201.528269,0.0,1.908183
2,7,99999.798573,201.426786,0.0,1.761198
2,12,99999.798506,201.494418,0.0,1.459122
2,13,99999.798531,201.469045,0.0,1.522541
2,18,24999.798514,201.485959,0.0,1.487732
2,23,24999.838784,161.215843,0.0,1.312137
3,10,99999.838838,161.161708,0.0,0.920773
3,11,24999.798539,201.460591,0.0,0.372648
3,14,1549.838838,161.161708,0.0,1.131415
3,21,99999.798548,201.452134,0.0,0.290632
4,16,99999.798472,201.528269,0.0,0.674725
5,8,24999.758207,241.793316,0.0,0.313759
5,16,24999.798489,201.511341,0.0,1.488209
6,7,1549.838865,161.134664,0.0,2.617121
6,19,1549.838832,161.168471,0.0,1.987219
7,17,99999.798573,201.426786,0.0,1.11115
7,19,24999.838865,161.134664,0.0,1.67954
7,21,99999.838865,161.134664,0.0,0.771284
8,9,24999.758247,241.752709,0.0,0.897646
9,15,24999.798539,201.460591,0.0,1.438975
9,16,99999.798522,201.477502,0.0,1.685619
10,11,24999.838825,161.175236,0.0,0.781178
10,12,99999.798514,201.485962,0.0,0.531077
10,16,99999.798531,201.469045,0.0,0.603676
10,17,99999.798531,201.469045,0.0,0.92268
12,22,99999.798497,201.502876,0.0,0.490189
13,14,1549.838838,161.161708,0.0,1.720309
13,17,99999.798531,201.469045,0.0,1.424074
13,19,24999.838832,161.168471,0.0,1.766801
15,20,24999.798497,201.502893,0.0,1.514316
17,20,99999.79848,201.519804,0.0,1.465678
17,23,24999.838784,161.215843,0.0,1.38557
18,21,24999.798522,201.477503,0.0,1.026511
20,22,24999.798472,201.528262,0.0,1.403451
