node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.798531,201.469045,0.0,1.154304
1,7,99999.751522,248.478489,0.0,0.386119
1,16,99999.838838,161.161708,0.0,0.64981
2,4,99999.798573,201.426774,0.0,1.644611
2,7,99999.838832,161.168473,0.0,1.650929
2,12,99999.838852,161.148181,0.0,1.383781
2,13,99999.838832,161.168473,0.0,0.692248
2,18,24999.758288,241.712128,0.0,1.715064
2,23,24999.758288,241.712129,0.0,1.445651
3,10,99999.798531,201.469045,0.0,0.296712
3,11,24999.798531,201.469045,0.0,1.22571
3,14,1549.798522,201.477502,0.0,1.047254
3,21,99999.798531,201.469045,0.0,1.198411
4,16,99999.798573,201.426774,0.0,1.412034
5,8,24999.798548,201.452137,0.0,1.344442
5,16,24999.758278,241.722272,0.0,1.170278
6,7,1549.798531,201.469045,0.0,1.111507
6,19,1549.798539,201.460589,0.0,1.019001
7,17,99999.838832,161.168473,0.0,1.110435
7,19,24999.798531,201.469045,0.0,1.297951
7,21,99999.798531,201.469045,0.0,1.501083
8,9,24999.838832,161.168473,0.0,3.879189
9,15,24999.838832,161.168473,0.0,0.977159
9,16,99999.798556,201.44368,0.0,1.458049
10,11,24999.798539,201.460589,0.0,0.087738
10,12,99999.798556,201.443681,0.0,0.520945
10,16,99999.838838,161.161708,0.0,0.893712
10,17,99999.838838,161.161708,0.0,0.146031
12,22,99999.798573,201.426773,0.0,1.86944
13,14,1549.798522,201.477502,0.0,0.766873
13,17,99999.838832,161.168473,0.0,0.877023
13,19,24999.798531,201.469045,0.0,1.397252
15,20,24999.838832,161.168473,0.0,1.188636
17,20,99999.838845,161.154944,0.0,0.534892
17,23,24999.758288,241.712129,0.0,0.524402
18,21,24999.758268,241.732417,0.0,1.672149
20,22,24999.798565,201.435226,0.0,0.512719
