node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.798717,201.283181,0.0,1.331806
1,7,99999.798725,201.27474,0.0,0.893235
1,16,99999.838967,161.033297,0.0,1.057029
2,4,99999.798683,201.316949,0.0,1.721144
2,7,99999.798708,201.291623,0.0,0.861287
2,12,99999.798691,201.308505,0.0,1.214862
2,13,99999.798708,201.291623,0.0,0.766397
2,18,24999.75843,241.570206,0.0,1.855016
2,23,24999.798683,201.316949,0.0,1.349807
3,10,99999.798725,201.27474,0.0,1.382709
3,11,24999.798717,201.283181,0.0,1.276135
3,14,1549.798725,201.27474,0.0,0.0
3,21,99999.798717,201.283181,0.0,1.303792
4,16,99999.838953,161.046805,0.0,0.740409
5,8,24999.7987,201.300066,0.0,1.074553
5,16,24999.798691,201.308507,0.0,0.860333
6,7,1549.798734,201.266301,0.0,1.309752
6,19,1549.798717,201.283181,0.0,1.422048
7,17,99999.83898,161.019793,0.0,1.966357
7,19,24999.798725,201.274741,0.0,1.212716
7,21,99999.798725,201.274741,0.0,1.281142
8,9,24999.838973,161.026545,0.0,1.199484
9,15,24999.838973,161.026545,0.0,1.175761
9,16,99999.838967,161.033297,0.0,1.141191
10,11,24999.798717,201.283181,0.0,0.629067
10,12,99999.798708,201.291623,0.0,1.224518
10,16,99999.838973,161.026545,0.0,1.266956
10,17,99999.838973,161.026545,0.0,0.807762
12,22,99999.798691,201.308505,0.0,1.272202
13,14,1549.798725,201.27474,0.0,0.0
13,17,99999.838973,161.026545,0.0,0.686288
13,19,24999.798717,201.283181,0.0,0.712276
15,20,24999.7987,201.300066,0.0,1.413703
17,20,99999.838953,161.046805,0.0,1.176834
17,23,24999.798691,201.308507,0.0,0.983596
18,21,24999.75845,241.549947,0.0,1.136184
20,22,24999.798683,201.316949,0.0,1.326919
