node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.798751,201.249424,0.0,0.653982
1,7,99999.839,160.999539,0.0,1.910686
1,16,99999.758491,241.509436,0.0,1.808763
2,4,99999.83896,161.040053,0.0,0.876784
2,7,99999.838987,161.013041,0.0,1.279116
2,12,99999.838967,161.033298,0.0,2.196193
2,13,99999.798742,201.257863,0.0,61.28788
2,18,24999.838973,161.026545,0.0,2.247334
2,23,24999.838967,161.033298,0.0,0.785828
3,10,99999.798751,201.249424,0.0,0.222683
3,11,24999.798742,201.257862,0.0,0.087023
3,14,1549.798742,201.257862,0.0,0.759602
3,21,99999.798742,201.257862,0.0,0.686765
4,16,99999.7987,201.300066,0.0,1.363873
5,8,24999.798734,201.266304,0.0,1.707435
5,16,24999.838967,161.033298,0.0,1.08695
6,7,1549.798742,201.257862,0.0,1.860023
6,19,1549.798742,201.257862,0.0,1.343489
7,17,99999.838987,161.013041,0.0,1.721501
7,19,24999.838994,161.006289,0.0,1.321435
7,21,99999.838994,161.006289,0.0,0.74935
8,9,24999.758491,241.509436,0.0,2.013087
9,15,24999.758491,241.509436,0.0,1.875639
9,16,99999.798725,201.27474,0.0,2.269983
10,11,24999.798742,201.257862,0.0,0.658751
10,12,99999.798717,201.283183,0.0,1.486421
10,16,99999.75848,241.519561,0.0,2.128005
10,17,99999.75848,241.519561,0.0,1.27387
12,22,99999.838953,161.046804,0.0,0.578761
13,14,1549.839,160.999539,0.0,1.885176
13,17,99999.798742,201.257863,0.0,1.277566
13,19,24999.798751,201.249424,0.0,0.206828
15,20,24999.798734,201.266304,0.0,1.593232
17,20,99999.838973,161.026545,0.0,0.753045
17,23,24999.838967,161.033298,0.0,1.123667
18,21,24999.83898,161.019793,0.0,1.111031
20,22,24999.83896,161.040051,0.0,1.70505
