node1,node2,available_bandwidth,throughput,delay,packet_loss
14,13,1550.0,0.0,0.733,0
14,3,1549.76,0.24,0.377,0.01
13,14,1549.76,0.24,0.733,0.01
13,17,100000.0,0.0,0.396,0
13,2,100000.0,0.0,0.63,0
13,19,25000.0,0.0,0.569,0
19,7,24999.76,0.24,0.665,0.01
19,13,24999.76,0.24,0.569,0.01
19,6,1549.76,0.24,0.608,0.01
7,19,24999.76,0.24,0.665,0.01
7,17,100000.0,0.0,0.343,0
7,2,100000.0,0.0,0.596,0
7,1,100000.0,0.0,0.001,0
7,21,99999.76,0.239,0.783,0.01
7,6,1549.76,0.24,1.07,0.01
17,13,99999.761,0.24,0.396,0.01
17,7,99999.761,0.24,0.343,0.01
17,23,24999.761,0.239,0.655,0.01
17,20,99999.761,0.239,0.512,0.01
17,10,100000.0,0.0,0.492,0
23,17,25000.0,0.0,0.655,0
23,2,25000.0,0.0,0.592,0
20,17,100000.0,0.0,0.512,0
20,15,24999.761,0.239,0.637,0.01
20,22,25000.0,0.0,0.438,0
2,13,99999.761,0.24,0.631,0.01
2,7,99999.761,0.24,0.596,0.01
2,23,24999.761,0.24,0.592,0.01
2,4,99999.761,0.239,1.001,0.01
2,12,99999.761,0.239,0.384,0.01
2,18,24999.761,0.239,0.739,0.01
4,2,100000.0,0.0,1.001,0
4,16,100000.0,0.0,0.358,0
12,2,100000.0,0.0,0.385,0
12,22,100000.0,0.0,0.325,0
12,10,100000.0,0.0,0.47,0
18,2,25000.0,0.0,0.74,0
18,21,24999.761,0.239,0.354,0.01
16,4,99999.761,0.239,0.357,0.01
16,5,24999.761,0.239,1.007,0.01
16,9,99999.761,0.239,0.556,0.01
16,1,99999.761,0.24,0.011,0.01
16,10,99999.761,0.24,0.786,0.01
5,16,25000.0,0.0,1.007,0
5,8,25000.0,0.0,0.32,0
15,20,25000.0,0.0,0.637,0
15,9,25000.0,0.0,0.49,0
22,12,99999.761,0.239,0.325,0.01
22,20,24999.761,0.239,0.438,0.01
9,16,100000.0,0.0,0.556,0
9,15,24999.761,0.239,0.49,0.01
9,8,24999.761,0.24,0.336,0.01
1,16,100000.0,0.0,0.011,0
1,7,99999.76,0.24,0.001,0.01
1,3,99999.76,0.24,0.001,0.01
10,16,100000.0,0.0,0.787,0
10,12,99999.76,0.239,0.47,0.01
10,17,99999.76,0.239,0.493,0.01
10,11,24999.76,0.239,0.547,0.01
10,3,99999.76,0.24,0.417,0.01
11,10,25000.0,0.0,0.547,0
11,3,24999.761,0.24,0.635,0.01
3,10,100000.0,0.0,0.416,0
3,1,100000.0,0.0,0.001,0
3,11,25000.0,0.0,0.635,0
3,14,1550.0,0.0,0.378,0
3,21,99999.76,0.239,0.344,0.01
21,7,100000.0,0.0,0.783,0
21,3,100000.0,0.0,0.344,0
21,18,25000.0,0.0,0.354,0
6,7,1550.0,0.0,1.07,0
6,19,1550.0,0.0,0.608,0
8,9,25000.0,0.0,0.336,0
8,5,24999.76,0.239,0.32,0.01
