node1,node2,available_bandwidth,throughput,delay,packet_loss
14,13,1549.188,0.812,0.413,0.01
14,3,1549.76,0.24,0.001,0.01
13,14,1548.949,1.051,0.413,0.01
13,17,99999.188,0.812,0.001,0.01
13,2,100000.0,0.0,0.001,0
13,19,25000.0,0.0,0.529,0
19,7,24998.949,1.051,7.417,0.01
19,13,24998.949,1.051,0.53,0.01
19,6,1549.76,0.24,0.53,0.01
7,19,24999.76,0.24,7.417,0.01
7,17,100000.0,0.0,0.001,0
7,2,100000.0,0.0,0.397,0
7,1,100000.0,0.0,1.0,0
7,21,99999.76,0.24,1.64,0.01
7,6,1548.949,1.051,0.841,0.01
17,13,99999.76,0.24,0.001,0.01
17,7,99998.949,1.051,0.001,0.01
17,23,24999.76,0.24,0.001,0.01
17,20,99998.949,1.052,0.001,0.01
17,10,99999.188,0.812,0.13,0.01
23,17,24999.188,0.812,0.001,0.01
23,2,25000.0,0.0,0.001,0
20,17,100000.0,0.0,0.001,0
20,15,24999.76,0.24,0.41,0.01
20,22,24999.188,0.812,0.001,0.01
2,13,99999.76,0.24,0.001,0.01
2,7,99998.949,1.051,0.397,0.01
2,23,24999.76,0.24,0.001,0.01
2,4,99999.76,0.24,0.001,0.01
2,12,99999.76,0.24,0.089,0.01
2,18,24999.76,0.24,0.24,0.01
4,2,100000.0,0.0,0.001,0
4,16,100000.0,0.0,0.001,0
12,2,99999.72,0.28,0.089,0.01
12,22,100000.0,0.0,1.349,0
12,10,99999.188,0.812,0.59,0.01
18,2,25000.0,0.0,0.24,0
18,21,24999.76,0.24,1.488,0.01
16,4,99999.76,0.24,0.001,0.01
16,5,24999.76,0.24,0.292,0.01
16,9,99999.76,0.24,0.484,0.01
16,1,99999.76,0.24,0.686,0.01
16,10,99999.76,0.24,0.821,0.01
5,16,25000.0,0.0,0.292,0
5,8,24999.188,0.811,1.118,0.01
15,20,25000.0,0.0,0.411,0
15,9,24999.188,0.812,1.24,0.01
22,12,99998.949,1.051,1.349,0.01
22,20,24998.949,1.051,0.001,0.01
9,16,100000.0,0.0,0.484,0
9,15,24998.948,1.051,1.24,0.01
9,8,24999.76,0.24,0.647,0.01
1,16,100000.0,0.0,0.686,0
1,7,99999.76,0.24,0.999,0.01
1,3,99999.76,0.24,0.969,0.01
10,16,100000.0,0.0,0.821,0
10,12,99998.949,1.051,0.59,0.01
10,17,99999.76,0.24,0.13,0.01
10,11,24998.669,1.332,1.426,0.01
10,3,99999.76,0.24,1.099,0.01
11,10,25000.0,0.0,1.426,0
11,3,24999.76,0.24,0.821,0.01
3,10,99999.188,0.812,1.099,0.01
3,1,100000.0,0.0,0.969,0
3,11,25000.0,0.0,0.821,0
3,14,1549.72,0.28,0.001,0.01
3,21,99999.76,0.24,1.38,0.01
21,7,99999.188,0.812,1.64,0.01
21,3,99999.188,0.812,1.379,0.01
21,18,25000.0,0.0,1.488,0
6,7,1549.188,0.812,0.841,0.01
6,19,1550.0,0.0,0.53,0
8,9,24999.189,0.812,0.648,0.01
8,5,24999.76,0.24,1.118,0.01
