node1,node2,available_bandwidth,throughput,delay,packet_loss
14,13,1549.762,0.238,1.634,0.01
14,3,1550.0,0.0,0.244,0
13,14,1550.0,0.0,1.634,0
13,17,99999.762,0.238,2.067,0.01
13,2,99999.762,0.238,1.756,0.01
13,19,24999.762,0.238,1.145,0.01
19,7,25000.0,0.0,0.785,0
19,13,25000.0,0.0,1.145,0
19,6,1550.0,0.0,1.205,0
7,19,25000.0,0.0,0.785,0
7,17,100000.0,0.0,1.49,0
7,2,100000.0,0.0,0.601,0
7,1,100000.0,0.0,0.363,0
7,21,100000.0,0.0,0.43,0
7,6,1550.0,0.0,0.719,0
17,13,100000.0,0.0,2.067,0
17,7,100000.0,0.0,1.49,0
17,23,25000.0,0.0,1.35,0
17,20,100000.0,0.0,1.41,0
17,10,99999.762,0.238,1.427,0.01
23,17,24999.762,0.238,1.35,0.01
23,2,24999.762,0.238,0.685,0.01
20,17,99999.762,0.238,1.41,0.01
20,15,25000.0,0.0,1.607,0
20,22,24999.762,0.238,1.514,0.01
2,13,100000.0,0.0,1.756,0
2,7,100000.0,0.0,0.6,0
2,23,25000.0,0.0,0.685,0
2,4,100000.0,0.0,0.001,0
2,12,100000.0,0.0,0.517,0
2,18,25000.0,0.0,0.001,0
4,2,99999.762,0.238,0.001,0.01
4,16,99999.762,0.238,0.001,0.01
12,2,100000.0,0.0,0.518,0
12,22,100000.0,0.0,0.451,0
12,10,100000.0,0.0,0.739,0
18,2,24999.762,0.238,0.001,0.01
18,21,25000.0,0.0,0.001,0
16,4,100000.0,0.0,0.001,0
16,5,25000.0,0.0,1.047,0
16,9,100000.0,0.0,0.755,0
16,1,100000.0,0.0,0.181,0
16,10,100000.0,0.0,0.434,0
5,16,24999.762,0.238,1.048,0.01
5,8,24999.762,0.238,1.462,0.01
15,20,24999.762,0.238,1.607,0.01
15,9,24999.762,0.238,0.87,0.01
22,12,100000.0,0.0,0.451,0
22,20,25000.0,0.0,1.514,0
9,16,99999.762,0.238,0.754,0.01
9,15,25000.0,0.0,0.87,0
9,8,25000.0,0.0,0.219,0
1,16,100000.0,0.0,0.181,0
1,7,100000.0,0.0,0.363,0
1,3,100000.0,0.0,0.337,0
10,16,99999.762,0.238,0.434,0.01
10,12,100000.0,0.0,0.739,0
10,17,100000.0,0.0,1.427,0
10,11,25000.0,0.0,0.396,0
10,3,100000.0,0.0,6.738,0
11,10,25000.0,0.0,0.396,0
11,3,25000.0,0.0,0.489,0
3,10,100000.0,0.0,6.737,0
3,1,99999.762,0.238,0.337,0.01
3,11,24999.762,0.238,0.49,0.01
3,14,1549.762,0.238,0.244,0.01
3,21,100000.0,0.0,0.501,0
21,7,100000.0,0.0,0.43,0
21,3,100000.0,0.0,0.501,0
21,18,25000.0,0.0,0.001,0
6,7,1549.762,0.238,0.719,0.01
6,19,1549.762,0.238,1.205,0.01
8,9,25000.0,0.0,0.219,0
8,5,25000.0,0.0,1.463,0
