node1,node2,available_bandwidth,throughput,delay,packet_loss
14,13,1152.8229999999999,397.177,73.19,0.01
14,3,1550.0,0.0,1.621,0
13,14,1549.761,0.239,73.19,0.01
13,17,93909.423,6090.577,0.692,0.01
13,2,99673.917,326.083,1.149,0.01
13,19,24999.761,0.239,0.823,0.01
19,7,24342.386,657.614,0.001,0.01
19,13,25000.0,0.0,0.823,0
19,6,1550.0,0.0,0.969,0
7,19,24644.294,355.706,0.001,0.01
7,17,82398.449,17601.551,0.001,0.01
7,2,89110.855,10889.145,0.001,0.01
7,1,99922.982,77.018,0.001,0.01
7,21,99958.529,41.451,0.001,0.01
7,6,1407.813,142.187,0.001,0.01
17,13,100000.0,0.0,0.693,0
17,7,100000.0,0.0,0.001,0
17,23,25000.0,0.0,0.592,0
17,20,99555.666,444.334,0.001,0.01
17,10,72065.964,27914.237,1.493,0.02
23,17,24999.761,0.239,0.592,0.01
23,2,24922.744,77.256,0.98,0.01
20,17,99188.111,811.889,0.001,0.01
20,15,24999.761,0.0,1.975,100.0
20,22,24999.761,0.239,1.077,0.01
2,13,99046.163,953.837,1.149,0.01
2,7,95983.221,4016.779,0.001,0.01
2,23,24994.076,5.924,0.98,0.01
2,4,92712.922,7287.078,1.414,0.01
2,12,86006.441,13993.559,0.842,0.01
2,18,22405.089,2594.911,1.563,0.01
4,2,82676.66,17323.34,1.414,0.01
4,16,97932.127,2067.873,0.353,0.01
12,2,96048.39,3951.61,0.842,0.01
12,22,99040.239,959.761,34.507,0.01
12,10,99028.39,971.61,0.965,0.01
18,2,22932.127,2067.873,1.562,0.01
18,21,25000.0,0.0,0.917,0
16,4,82291.80900000001,17708.191,0.353,0.01
16,5,14892.883,10107.117,1.274,0.01
16,9,94271.054,5726.1,0.847,0.01
16,1,92576.66,7423.34,0.567,0.01
16,10,100000.0,0.0,0.847,0
5,16,12161.471,12838.529,1.275,0.01
5,8,21148.867,3851.133,1.172,0.01
15,20,24999.761,0.239,1.975,0.01
15,9,24780.557,219.334,3.447,0.01
22,12,99294.751,705.249,34.508,0.01
22,20,25000.0,0.0,1.077,0
9,16,90389.151,9615.626,0.847,0.01
9,15,24810.512,189.583,3.447,0.01
9,8,25000.0,0.0,2.53,0
1,16,99946.68,53.32,0.567,0.01
1,7,93500.875,6499.125,0.001,0.01
1,3,89993.598,10006.402,0.592,0.01
10,16,83808.231,16197.694,0.847,0
10,12,90295.746,9686.481,0.965,0.18
10,17,98377.506,1617.376,1.493,0.36
10,11,25000.0,0.0,1.181,0
10,3,89057.535,10931.108,1.192,0.05
11,10,16780.944,8234.99,1.181,0
11,3,25000.0,0.0,1.002,0
3,10,100000.0,0.0,1.191,0
3,1,98027.157,1972.843,0.592,0.01
3,11,21463.101,3536.899,1.003,0.01
3,14,513.221,1036.779,1.62,0.01
3,21,81948.19099999999,18054.685,0.629,0
21,7,82223.626,17785.209,0.001,0.01
21,3,100000.0,0.0,0.63,0
21,18,25000.0,0.0,0.917,0
6,7,1377.952,172.048,0.001,0.01
6,19,1549.761,0.239,0.969,0.01
8,9,25000.0,0.0,2.529,0
8,5,19176.262,5823.738,1.172,0.01
