node1,node2,available_bandwidth,throughput,delay,packet_loss
14,13,1549.759,0.241,1.086,0.01
14,3,1119.157,436.608,2.899,0
13,14,1549.759,0.241,1.086,0.01
13,17,99999.759,0.241,0.975,0.01
13,2,86123.012,13874.045,0.529,0
13,19,24341.526,658.474,1.011,0.01
19,7,24096.879,903.121,1.425,0.01
19,13,25000.0,0.0,1.011,0
19,6,1550.0,0.0,0.06,0
7,19,24999.759,0.241,1.425,0.01
7,17,94688.931,5311.719,0.398,0
7,2,72738.906,27257.664,0.63,0
7,1,96626.754,3373.246,0.001,0.01
7,21,89958.013,10067.769,0.001,0
7,6,1376.5529999999999,173.447,68.878,0.01
17,13,91085.393,8904.096,0.975,0.27
17,7,95620.371,4360.1,0.398,0.55
17,23,24994.025,5.981,1.164,0.01
17,20,99396.531,603.469,0.846,0.01
17,10,99999.759,0.241,0.328,0.01
23,17,24999.759,0.241,1.164,0.01
23,2,24910.045,89.865,1.746,0.01
20,17,99354.466,651.509,0.847,0
20,15,24999.759,0.241,0.259,0.01
20,22,24999.759,0.241,0.001,0.01
2,13,98864.762,1136.948,0.529,0.01
2,7,92399.88,7601.766,0.631,0.08
2,23,24994.025,5.981,1.746,0.01
2,4,76381.073,23624.902,0.801,0
2,12,80007.86,19988.279,1.902,0.12
2,18,24994.025,5.972,1.009,0.01
4,2,89077.574,10922.426,0.801,0.01
4,16,79428.291,20571.709,5.157,0.01
12,2,95418.605,4582.777,1.901,0
12,22,98815.775,1189.013,44.904,0
12,10,99025.108,975.382,1.712,0.01
18,2,22760.281,2240.842,1.009,0.01
18,21,25000.0,0.0,1.025,0
16,4,88826.867,11173.133,5.157,0.01
16,5,14006.115,10998.936,0.826,0.05
16,9,93547.068,6452.932,0.098,0.01
16,1,85462.977,14527.687,0.27,0.16
16,10,99103.759,897.59,0.534,0.01
5,16,11716.106,13282.526,0.826,0
5,8,20759.277000000002,4240.723,0.584,0.01
15,20,24975.835,24.14,0.259,0.01
15,9,24808.369,191.439,0.022,0.01
22,12,99246.917,753.838,44.904,0.01
22,20,25000.0,0.0,0.001,0
9,16,90170.987,9829.013,0.098,0.01
9,15,24677.353,322.97,0.022,0.01
9,8,25000.0,0.0,0.023,0
1,16,99880.381,119.499,0.27,0.01
1,7,66835.725,33152.313,0.001,0.04
1,3,96668.62,3333.052,0.001,0.01
10,16,99999.759,0.241,0.534,0.01
10,12,96014.699,3971.34,1.712,0.3
10,17,95206.867,4785.925,0.328,0.01
10,11,25000.0,0.0,0.95,0
10,3,100000.0,0.0,0.311,0
11,10,25000.0,0.0,0.95,0
11,3,16957.734,8044.355,79.035,0.07
3,10,94907.671,5080.361,0.311,0.24
3,1,88145.823,11848.229,0.001,0.01
3,11,20903.061,4104.782,79.035,0
3,14,485.394,1065.141,2.899,0.01
3,21,99838.515,161.323,0.673,0.01
21,7,100000.0,0.0,0.001,0
21,3,94329.784,5669.925,0.673,0.11
21,18,21176.04,3810.1,1.025,0.31
6,7,1394.255,155.745,68.878,0.01
6,19,1549.759,0.241,0.061,0.01
8,9,25000.0,0.0,0.022,0
8,5,18450.878,6561.084,0.583,0
