node1,node2,available_bandwidth,throughput,delay,packet_loss
14,13,1550.0,0.0,0.93,0
14,3,1550.0,0.0,0.561,0
13,14,1550.0,0.0,0.93,0
13,17,100000.0,0.0,1.133,0
13,2,100000.0,0.0,0.687,0
13,19,25000.0,0.0,0.836,0
19,7,24999.76,0.24,0.64,0.01
19,13,25000.0,0.0,0.836,0
19,6,1550.0,0.0,0.48,0
7,19,25000.0,0.0,0.64,0
7,17,99999.76,0.24,1.241,0.01
7,2,99999.76,0.24,0.703,0.01
7,1,99999.76,0.24,2.104,0.01
7,21,100000.0,0.0,0.001,0
7,6,1550.0,0.0,0.822,0
17,13,100000.0,0.0,1.133,0
17,7,100000.0,0.0,1.242,0
17,23,25000.0,0.0,0.001,0
17,20,100000.0,0.0,0.955,0
17,10,100000.0,0.0,1.065,0
23,17,25000.0,0.0,0.001,0
23,2,25000.0,0.0,0.776,0
20,17,100000.0,0.0,0.956,0
20,15,25000.0,0.0,0.001,0
20,22,25000.0,0.0,0.984,0
2,13,100000.0,0.0,0.686,0
2,7,100000.0,0.0,0.703,0
2,23,25000.0,0.0,0.776,0
2,4,100000.0,0.0,0.83,0
2,12,100000.0,0.0,0.001,0
2,18,25000.0,0.0,0.001,0
4,2,99999.76,0.24,0.83,0.01
4,16,99999.76,0.24,0.473,0.01
12,2,99999.76,0.24,0.001,0.01
12,22,99999.76,0.24,2.337,0.01
12,10,99999.76,0.24,0.399,0.01
18,2,25000.0,0.0,0.001,0
18,21,25000.0,0.0,0.001,0
16,4,100000.0,0.0,0.472,0
16,5,25000.0,0.0,0.813,0
16,9,99999.76,0.24,0.709,0.01
16,1,99999.76,0.24,0.001,0.01
16,10,99999.76,0.24,0.773,0.01
5,16,25000.0,0.0,0.812,0
5,8,25000.0,0.0,0.498,0
15,20,25000.0,0.0,0.001,0
15,9,25000.0,0.0,0.001,0
22,12,100000.0,0.0,2.337,0
22,20,24999.76,0.24,0.983,0.01
9,16,100000.0,0.0,0.709,0
9,15,25000.0,0.0,0.001,0
9,8,25000.0,0.0,0.53,0
1,16,99999.76,0.24,0.001,0.01
1,7,100000.0,0.0,2.104,0
1,3,100000.0,0.0,34.455,0
10,16,100000.0,0.0,0.773,0
10,12,99999.76,0.24,0.399,0.01
10,17,99999.76,0.24,1.065,0.01
10,11,24999.76,0.24,1.294,0.01
10,3,99999.76,0.24,0.656,0.01
11,10,24999.76,0.24,1.294,0.01
11,3,25000.0,0.0,0.574,0
3,10,99999.76,0.24,0.656,0.01
3,1,99999.76,0.24,34.455,0.01
3,11,24999.76,0.24,0.574,0.01
3,14,1549.76,0.24,0.561,0.01
3,21,100000.0,0.0,0.001,0
21,7,99999.76,0.24,0.001,0.01
21,3,99999.76,0.24,0.001,0.01
21,18,24999.76,0.24,0.001,0.01
6,7,1550.0,0.0,0.822,0
6,19,1550.0,0.0,0.48,0
8,9,24999.76,0.24,0.53,0.01
8,5,25000.0,0.0,0.498,0
