node1,node2,available_bandwidth,throughput,delay,packet_loss
14,13,1549.76,0.24,1.032,0.01
14,3,1550.0,0.0,0.281,0
13,14,1549.76,0.24,1.032,0.01
13,17,100000.0,0.0,0.035,0
13,2,100000.0,0.0,0.221,0
13,19,25000.0,0.0,0.544,0
19,7,25000.0,0.0,1.017,0
19,13,25000.0,0.0,0.543,0
19,6,1549.76,0.24,0.001,0.01
7,19,24999.76,0.24,1.017,0.01
7,17,100000.0,0.0,0.795,0
7,2,100000.0,0.0,0.246,0
7,1,100000.0,0.0,0.631,0
7,21,100000.0,0.0,1.684,0
7,6,1550.0,0.0,0.355,0
17,13,99999.76,0.24,0.035,0.01
17,7,99999.76,0.24,0.795,0.01
17,23,24999.76,0.24,1.683,0.01
17,20,99999.76,0.24,0.314,0.01
17,10,99999.76,0.24,0.431,0.01
23,17,25000.0,0.0,1.684,0
23,2,25000.0,0.0,0.731,0
20,17,99999.76,0.24,0.314,0.01
20,15,24999.76,0.24,1.796,0.01
20,22,24999.76,0.24,0.524,0.01
2,13,99999.76,0.24,0.221,0.01
2,7,99999.76,0.24,0.246,0.01
2,23,24999.76,0.24,0.731,0.01
2,4,99999.76,0.24,0.642,0.01
2,12,99999.76,0.24,1.46,0.01
2,18,24999.76,0.24,0.643,0.01
4,2,100000.0,0.0,0.643,0
4,16,100000.0,0.0,0.81,0
12,2,100000.0,0.0,1.459,0
12,22,100000.0,0.0,1.411,0
12,10,100000.0,0.0,0.639,0
18,2,24999.76,0.24,0.643,0.01
18,21,24999.76,0.24,0.357,0.01
16,4,99999.76,0.24,0.81,0.01
16,5,24999.76,0.24,1.22,0.01
16,9,100000.0,0.0,1.888,0
16,1,100000.0,0.0,0.238,0
16,10,100000.0,0.0,1.717,0
5,16,24999.76,0.24,1.22,0.01
5,8,24999.76,0.24,0.723,0.01
15,20,24999.76,0.24,1.795,0.01
15,9,24999.76,0.24,35.572,0.01
22,12,99999.76,0.24,1.411,0.01
22,20,25000.0,0.0,0.524,0
9,16,100000.0,0.24,1.888,0
9,15,24999.76,0.24,35.572,0.01
9,8,24999.76,0.24,0.384,0.01
1,16,100000.0,0.0,0.238,0
1,7,100000.0,0.0,0.631,0
1,3,100000.0,0.0,0.802,0
10,16,100000.0,0.0,1.717,0
10,12,100000.0,0.0,0.639,0
10,17,100000.0,0.0,0.431,0
10,11,25000.0,0.0,0.467,0
10,3,100000.0,0.0,0.425,0
11,10,25000.0,0.0,0.467,0
11,3,25000.0,0.0,1.061,0
3,10,100000.0,0.0,0.425,0
3,1,100000.0,0.0,0.802,0
3,11,25000.0,0.0,1.061,0
3,14,1550.0,0.0,0.281,0
3,21,100000.0,0.0,1.67,0
21,7,100000.0,0.0,1.684,0
21,3,100000.0,0.0,1.67,0
21,18,25000.0,0.0,0.358,0
6,7,1550.0,0.0,0.356,0
6,19,1550.0,0.0,0.001,0
8,9,25000.0,0.0,0.384,0
8,5,24999.76,0.24,0.723,0.01
