node1,node2,available_bandwidth,throughput,delay,packet_loss
14,13,1550.0,0.0,1.176,0
14,3,1550.0,0.0,0.419,0
13,14,1550.0,0.0,1.176,0
13,17,99137.311,863.116,1.156,0.01
13,2,99999.762,0.238,0.842,0.01
13,19,24814.804,185.288,0.001,0.01
19,7,24963.166,36.834,0.001,0.01
19,13,25000.0,0.0,0.001,0
19,6,1550.0,0.0,0.001,0
7,19,25000.0,0.0,0.001,0
7,17,99900.382,99.618,0.899,0.01
7,2,99541.302,458.698,0.619,0.01
7,1,99541.325,458.221,0.771,0.01
7,21,99458.683,541.05,0.804,0.01
7,6,1550.0,0.0,0.392,0
17,13,100000.0,0.0,1.156,0
17,7,99396.228,603.772,0.899,0.01
17,23,25000.0,0.0,1.681,0
17,20,99580.359,419.641,1.26,0.01
17,10,100000.0,0.0,0.492,0
23,17,24999.762,0.238,1.681,0.01
23,2,24982.688,17.312,0.846,0.01
20,17,99956.509,43.491,1.26,0.01
20,15,25000.0,0.0,0.001,0
20,22,25000.0,0.0,0.454,0
2,13,99474.603,525.137,0.842,0.01
2,7,99654.716,345.284,0.619,0.01
2,23,24980.093,19.907,0.846,0.01
2,4,99969.803,30.197,0.001,0.01
2,12,99820.719,179.281,1.278,0.01
2,18,25000.0,0.0,0.255,0
4,2,99858.738,141.262,0.001,0.01
4,16,99612.069,387.931,0.001,0.01
12,2,99821.821,178.179,1.277,0.01
12,22,99144.147,855.853,0.623,0.01
12,10,99997.107,2.891,0.249,0.01
18,2,24963.586,36.414,0.255,0.01
18,21,25000.0,0.0,0.12,0
16,4,99858.976,141.024,0.001,0.01
16,5,24974.617,25.383,0.703,0.01
16,9,99983.842,16.15,19.472,0.01
16,1,99960.903,39.058,2.724,0.01
16,10,99056.876,942.657,0.646,0.01
5,16,25000.0,0.0,0.703,0
5,8,24853.801,146.127,1.579,0.01
15,20,24997.35,2.651,0.001,0.01
15,9,25000.0,0.0,0.462,0
22,12,99954.579,45.421,0.623,0.01
22,20,25000.0,0.0,0.454,0
9,16,99804.515,195.582,19.472,0.01
9,15,24997.35,2.65,0.463,0.01
9,8,25000.0,0.0,1.04,0
1,16,99426.233,574.336,2.724,0.01
1,7,99875.875,124.248,0.772,0.01
1,3,99893.522,106.531,0.001,0.01
10,16,99999.762,0.238,0.646,0.01
10,12,99363.521,636.794,0.25,0.01
10,17,100000.0,0.0,0.492,0
10,11,25000.0,0.0,0.202,0
10,3,99556.174,443.826,0.335,0.01
11,10,24999.762,0.238,0.203,0.01
11,3,24870.808,129.192,0.719,0.01
3,10,99996.848,3.152,0.335,0.01
3,1,99819.275,180.635,0.001,0.01
3,11,24986.182,13.818,0.719,0.01
3,14,1549.762,0.238,0.419,0.01
3,21,99363.335,636.665,1.426,0.01
21,7,99614.523,385.668,0.804,0.01
21,3,99937.687,62.313,1.426,0.01
21,18,24731.905,268.228,0.119,0.01
6,7,1549.762,0.238,0.392,0.01
6,19,1549.762,0.238,0.001,0.01
8,9,24845.422,154.578,1.04,0.01
8,5,25000.0,0.0,1.579,0
