node1,node2,available_bandwidth,throughput,delay,packet_loss
14,13,1550.0,0.0,0.301,0
14,3,1293.608,256.392,0.266,0.01
13,14,763.673,786.327,0.302,0.01
13,17,99934.473,65.527,0.452,0.01
13,2,95788.386,4205.657,0.412,0.14
13,19,25000.0,0.0,0.281,0
19,7,24999.76,0.24,0.421,0.01
19,13,24302.789,697.211,0.281,0.01
19,6,1549.76,0.24,0.262,0.01
7,19,24636.44,363.378,0.421,0.01
7,17,81372.394,18615.692,0.449,0.06
7,2,87466.12,12533.88,0.173,0.01
7,1,99916.56,83.398,0.289,0.01
7,21,99975.92,24.068,0.257,0.01
7,6,1406.72,143.208,0.195,0.01
17,13,99999.76,0.24,0.452,0.01
17,7,99999.76,0.24,0.448,0.01
17,23,24999.76,0.24,0.415,0.01
17,20,99499.37,500.63,0.51,0.01
17,10,80151.204,19860.71,0.634,0
23,17,25000.0,0.0,0.415,0
23,2,24940.4,59.6,0.001,0.01
20,17,99535.352,464.648,0.51,0.01
20,15,25000.0,0.0,0.258,0
20,22,25000.0,0.0,0.36,0
2,13,98480.96,1519.04,0.412,0.01
2,7,95530.0,4475.96,0.173,0
2,23,24904.64,95.36,0.001,0.01
2,4,94427.4,5569.815,0.575,0.01
2,12,80439.28,19550.945,6.857,0.01
2,18,23606.057,1393.943,0.164,0.01
4,2,86072.484,13940.44,0.575,0
4,16,95466.707,4535.56,0.34,0.01
12,2,95585.607,4416.6,6.858,0.01
12,22,98897.711,1102.289,0.103,0.01
12,10,99999.76,0.24,0.09,0.01
18,2,23278.421,1721.579,0.164,0.01
18,21,24999.76,0.24,0.174,0.01
16,4,85707.92,14284.938,0.341,0.01
16,5,16441.440000000002,8554.283,0.285,0.01
16,9,92758.36,7235.68,0.266,0.08
16,1,92049.12,7958.821,0.602,0
16,10,99999.76,0.24,0.394,0.01
5,16,15444.938,9553.88,0.285,0.06
5,8,21425.787,3574.213,0.41,0.01
15,20,24994.043,5.957,0.258,0.01
15,9,24862.989,137.08,0.262,0.01
22,12,99291.114,708.886,0.102,0.01
22,20,24999.76,0.24,0.36,0.01
9,16,91375.88,8624.12,0.266,0.01
9,15,24576.6,417.231,0.262,1.39
9,8,24999.76,0.24,0.366,0.01
1,16,99928.276,71.76,0.602,0.01
1,7,89199.68,10805.72,0.289,0.01
1,3,88032.10399999999,11967.896,0.222,0.01
10,16,84928.736,15066.88,0.394,0.08
10,12,99999.76,0.24,0.09,0.01
10,17,99999.76,0.24,0.634,0.01
10,11,24999.76,0.24,0.327,0.01
10,3,93679.36,6320.64,0.424,0.01
11,10,25000.0,0.0,0.327,0
11,3,17895.44,7106.967,0.729,0
3,10,100000.0,0.0,0.424,0
3,1,92255.872,7744.128,0.222,0.01
3,11,20752.644,4243.52,0.729,0.14
3,14,1550.0,0.0,0.267,0
3,21,83623.908,16364.178,0.285,0.07
21,7,83820.49,16205.48,0.258,0
21,3,99999.76,0.24,0.285,0.01
21,18,25000.0,0.0,0.174,0
6,7,1395.117,154.96,0.195,0.01
6,19,1550.0,0.0,0.261,0
8,9,24999.76,0.24,0.365,0.01
8,5,20073.303,4926.697,0.41,0.01
