node1,node2,available_bandwidth,throughput,delay,packet_loss
14,13,1550.0,0.0,0.664,0
14,3,993.14,557.137,0.242,0.01
13,14,282.558,1267.442,0.664,0.01
13,17,93983.746,6016.254,0.552,0.01
13,2,100000.0,0.0,0.777,0
13,19,25000.0,0.0,0.578,0
19,7,24164.652000000002,834.933,0.743,0.01
19,13,24999.761,0.238,0.578,0.01
19,6,1549.761,0.239,0.122,0.01
7,19,24632.628,367.555,0.743,0.01
7,17,87973.413,12026.587,0.437,0.01
7,2,81637.397,18362.603,0.445,0.01
7,1,93048.147,6943.459,0.29,0.17
7,21,99970.154,29.846,0.473,0.01
7,6,1378.038,172.048,0.175,0.01
17,13,99999.762,0.238,0.552,0.01
17,7,99999.762,0.238,0.437,0.01
17,23,24999.762,0.239,0.101,0.01
17,20,99283.259,716.741,0.396,0.01
17,10,76728.465,23271.252,0.853,0.05
23,17,25000.0,0.0,0.101,0
23,2,24911.177,88.823,0.329,0.01
20,17,99366.16,633.84,0.395,0.01
20,15,24999.762,0.238,0.463,0.01
20,22,24999.762,0.238,0.469,0.01
2,13,97187.044,2818.877,0.777,0
2,7,90306.249,9693.751,0.445,0.01
2,23,24893.174,106.826,0.329,0.01
2,4,99555.648,444.573,0.563,0.01
2,12,73098.341,26903.181,0.43,0.04
2,18,20315.847,4684.153,0.433,0.01
4,2,75146.918,24846.657,0.563,0
4,16,99970.378,29.608,0.226,0.01
12,2,94152.565,5850.452,0.43,0
12,22,98293.757,1705.395,0.292,0.01
12,10,99911.133,88.867,0.407,0.01
18,2,22394.297,2605.703,0.433,0.01
18,21,24999.762,0.238,0.786,0.01
16,4,74122.762,25896.024,0.225,0
16,5,12866.587,12121.57,0.314,0.1
16,9,91544.083,8455.917,0.329,0.01
16,1,96056.274,3939.761,0.145,0.15
16,10,99946.706,53.32,0.381,0.01
5,16,10782.216,14229.627,0.313,0
5,8,19626.282,5376.39,0.449,0.01
15,20,24970.392,29.608,0.463,0.01
15,9,24810.512,189.488,0.683,0.01
22,12,99170.75,829.662,0.292,0.01
22,20,25000.0,0.0,0.469,0
9,16,89637.357,10362.643,0.329,0.01
9,15,24443.14,556.86,0.683,0.01
9,8,24999.762,0.239,1.715,0.01
1,16,84833.4,15164.988,0.145,0
1,7,86030.139,13968.843,0.29,0
1,3,98240.437,1759.563,0.089,0.01
10,16,89407.078,10599.503,0.381,0
10,12,100000.0,0.0,0.407,0
10,17,100000.0,0.0,0.853,0
10,11,19816.103,5181.321,0.206,0.01
10,3,90349.066,9650.934,0.141,0.01
11,10,25000.0,0.0,0.206,0
11,3,16875.45,8128.35,2.889,0.07
3,10,99976.302,23.698,0.14,0.01
3,1,90455.706,9544.294,0.089,0.01
3,11,24988.151,11.843,2.889,0.01
3,14,1550.0,0.0,0.243,0
3,21,85923.26,14069.747,0.531,0.01
21,7,86575.936,13424.064,0.474,0.01
21,3,100000.0,0.0,0.531,0
21,18,25000.0,0.0,0.785,0
6,7,1395.964,153.959,0.175,0.01
6,19,1550.0,0.0,0.122,0
8,9,25000.0,0.0,1.715,0
8,5,17697.205,7299.165,0.449,0.01
