node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.802363,197.636596,0.0,0.0
1,7,99999.802372,197.628458,0.370383,0.0
1,16,99999.762846,237.15415,1.014471,0.0
2,4,99999.841891,158.109277,1.811028,0.0
2,7,99999.841897,158.102767,0.336409,0.0
2,12,99999.802372,197.628458,1.454353,0.0
2,13,99999.841897,158.102767,1.383185,0.0
2,18,24999.716733,283.267457,2.214551,0.0
2,23,24999.802363,197.636596,1.565337,0.0
3,10,99999.802363,197.636596,0.259995,0.0
3,11,24999.802363,197.636596,0.672698,0.0
3,14,1549.802363,197.636596,0.92113,0.0
3,21,99999.802355,197.644734,0.642776,0.0
4,16,99999.802363,197.636596,1.190662,0.0
5,8,24999.802363,197.636596,0.878096,0.0
5,16,24999.762846,237.15415,0.871062,0.0
6,7,1549.802363,197.636596,0.993252,0.0
6,19,1549.841884,158.115787,1.034975,0.0
7,17,99999.841891,158.109277,0.910878,0.0
7,19,24999.841891,158.109277,1.109242,0.0
7,21,99999.802363,197.636596,0.601888,0.0
8,9,24999.802363,197.636596,1.817226,0.0
9,15,24999.716733,283.267457,1.640797,0.0
9,16,99999.762846,237.15415,0.0,0.0
10,11,24999.802372,197.628458,0.834107,0.0
10,12,99999.802372,197.628458,0.532508,0.0
10,16,99999.802372,197.628458,1.832008,0.0
10,17,99999.841891,158.109277,1.646399,0.0
12,22,99999.802372,197.628458,1.46544,0.0
13,14,1549.802372,197.628458,0.766397,0.0
13,17,99999.841891,158.109277,1.940727,0.0
13,19,24999.841891,158.109277,1.127601,0.0
15,20,24999.802372,197.628458,0.463605,0.0
17,20,99999.802363,197.636596,1.520872,0.0
17,23,24999.802355,197.644734,1.671553,0.0
18,21,24999.782601,217.399442,106.372714,0.0
20,22,24999.822134,177.865613,1.671314,0.002033
