node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.800374,199.625702,1.708508,0.0
1,7,99999.800374,199.625702,0.499606,0.0
1,16,99999.760439,239.560807,0.627637,0.0
2,4,99999.840293,159.707203,0.931501,0.0
2,7,99999.800366,199.634004,0.526428,0.0
2,12,99999.800358,199.642308,0.903845,0.0
2,13,99999.840299,159.700562,1.29807,0.0
2,18,24999.800366,199.634004,2.155066,0.0
2,23,24999.800366,199.634004,1.649261,0.0
3,10,99999.800366,199.634004,1.168966,0.0
3,11,24999.800366,199.634004,0.879169,0.0
3,14,1549.800366,199.634004,0.280976,0.0
3,21,99999.800366,199.634004,0.0,0.0
4,16,99999.840286,159.713846,1.791716,0.0
5,8,24999.800374,199.625702,0.728488,0.0
5,16,24999.760429,239.570769,0.219941,0.0
6,7,1549.800374,199.625702,1.234531,0.0
6,19,1549.840306,159.69392,1.148582,0.0
7,17,99999.800366,199.634004,1.749039,0.0
7,19,24999.840299,159.700562,0.931978,0.0
7,21,99999.760439,239.560805,0.080943,0.0
8,9,24999.760449,239.550843,0.076532,0.0
9,15,24999.760449,239.550843,0.76282,0.0
9,16,99999.760429,239.570769,0.820994,0.0
10,11,24999.800366,199.634004,1.052737,0.0
10,12,99999.800358,199.642308,0.932336,0.0
10,16,99999.800358,199.642308,0.54872,0.0
10,17,99999.840299,159.700562,1.646996,0.0
12,22,99999.800358,199.642308,0.445843,0.0
13,14,1549.800374,199.625702,1.359582,0.0
13,17,99999.840299,159.700562,1.959205,0.0
13,19,24999.840306,159.69392,0.71466,0.0
15,20,24999.800374,199.625702,1.203656,0.0
17,20,99999.800366,199.634004,1.533985,0.0
17,23,24999.800366,199.634004,1.955867,0.0
18,21,24999.800366,199.634004,1.397133,0.0
20,22,24999.800366,199.634004,0.758171,0.0
