node1,node2,free_bw,used_bw,delay,pkloss
1,3,99795.773535,204226.464779,0.778317,0.0
1,7,97203.837909,2796162.091118,0.978708,0.000308
1,16,88778.209348,11221790.651745,1.2182,0.000485
2,4,90351.983526,9648016.473851,0.0,0.000138
2,7,83010.18557,16989814.429877,0.491619,0.000636
2,12,93418.44812,6581551.880194,2.917886,0.0
2,13,99134.712417,865287.583313,0.0,0.0
2,18,19046.913794,5953086.206333,2.352595,0.0
2,23,24875.232257,124767.743474,1.161575,0.0
3,10,93270.556684,6729443.315632,0.130057,0.0
3,11,10637.931306,14362068.694098,1.968861,0.002813
3,14,0.0,1997245.014695,1.129508,0.0
3,21,91323.666886,8676333.113891,1.672626,0.002599
4,16,90090.664911,9909335.088874,1.91617,0.000766
5,8,24207.300554,792699.445901,1.584291,0.0
5,16,13149.9741,11850025.900296,3.533006,0.000394
6,7,1066.764471,483235.528881,0.0,0.006501
6,19,1527.242543,22757.457352,0.0,0.0
7,17,89522.659538,10477340.462483,0.0,0.000745
7,19,14822.733481,10177266.518555,0.898957,0.002931
7,21,88694.355875,11305644.125289,0.962138,0.002729
8,9,12106.290323,12893709.677419,0.539303,0.001184
9,15,24777.175774,222824.226465,0.88501,0.0
9,16,69981.059908,30018940.092166,3.369212,0.0
10,11,24999.842014,157.985683,1.379609,0.0
10,12,77886.58932,22113410.68049,2.521038,0.000305
10,16,68145.128851,31854871.148832,1.968503,0.001679
10,17,79481.512472,20518487.5282,0.591397,0.001291
12,22,97638.852907,2361147.093073,2.511144,0.0
13,14,875.032502,674967.497737,0.929356,0.0
13,17,99224.916763,775083.236789,1.330614,0.0
13,19,16032.094133,8967905.866864,1.118422,0.0
15,20,24435.780118,564219.881501,0.885844,0.0
17,20,97277.781435,2722218.564845,1.051426,0.0
17,23,24941.438446,58561.553654,0.385284,0.0
18,21,24820.296248,179703.752469,2.67756,0.0
20,22,24647.656353,352343.647136,0.178695,0.0
