node1,node2,free_bw,used_bw,delay,pkloss
1,3,99148.782668,851217.332086,2.03228,0.0
1,7,99592.917043,407082.95725,1.905084,0.0
1,16,94854.024781,5145975.219496,1.451373,0.0
2,4,91317.101592,8682898.408009,2.418995,0.000448
2,7,95518.043729,4481956.270623,2.119303,0.0
2,12,93608.691574,6391308.425808,2.458811,0.0
2,13,98693.990889,1306009.110638,2.831101,0.0
2,18,22672.788738,2327211.262277,2.16794,0.0
2,23,24995.890535,4109.465399,2.458811,0.0
3,10,98718.450743,1281549.257481,1.203775,0.0
3,11,23833.870264,1166129.735685,1.452088,0.0
3,14,1111.065132,438934.867638,2.047658,0.0
3,21,98838.760922,1161239.077982,0.307083,0.0
4,16,95698.469631,4301530.369155,1.343012,0.000526
5,8,20892.139676,4107860.324108,1.230001,0.002306
5,16,13498.829901,11501170.099286,0.219226,0.0
6,7,1293.532597,256467.402885,2.23875,0.0
6,19,1548.86427,1135.729526,0.992537,0.0
7,17,96607.821449,3392178.550915,1.476288,0.0
7,19,24247.613341,752386.658633,1.236558,0.0
7,21,99323.941905,676058.094691,1.236916,0.0
8,9,23177.544001,1822455.999457,2.773643,0.0
9,15,15762.289403,9237710.596932,2.089143,0.003998
9,16,96573.509477,3426490.522688,1.557827,0.0
10,11,16950.553869,8049446.131123,1.5167,0.004745
10,12,88197.617133,11802382.866989,1.530886,0.0
10,16,92262.121933,7737878.066792,0.984192,0.001725
10,17,93582.095676,6417904.32428,1.574755,0.004088
12,22,95464.301305,4535698.695331,1.967907,0.0
13,14,1107.705752,442294.247969,3.575921,0.0
13,17,98382.079265,1617920.73521,2.426624,0.0
13,19,24966.585976,33414.023771,2.103329,0.0
15,20,15730.562941,9269437.05892,2.097011,0.0
17,20,94340.373354,5659626.645559,1.829743,0.0
17,23,24985.131698,14868.302289,1.706123,0.0
18,21,24323.856568,676143.431525,1.147389,0.0
20,22,20548.365807,4451634.192863,0.851393,0.0
