node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.799591,200.409169,1.42467,0.0
1,7,99999.799591,200.409169,0.355363,0.0
1,16,99999.799599,200.400802,0.2774,0.0
2,4,99999.839666,160.334029,0.550151,0.0
2,7,99999.839666,160.334029,0.000238,0.0
2,12,99999.839673,160.327335,0.0,0.0
2,13,99999.839673,160.327335,0.0,0.0
2,18,24999.799582,200.417537,1.259565,0.0
2,23,24999.839666,160.334029,0.714183,0.0
3,10,99999.799591,200.409169,1.570463,0.0
3,11,24999.799582,200.417537,0.294685,0.0
3,14,1549.799582,200.417537,1.136661,0.0
3,21,99999.799591,200.409169,0.384808,0.0
4,16,99999.839673,160.327335,1.208305,0.0
5,8,24999.799591,200.409169,0.971437,0.0
5,16,24999.759519,240.480962,0.193119,0.0
6,7,1549.799582,200.417537,0.912428,0.0
6,19,1549.839666,160.334029,0.818491,0.0
7,17,99999.839673,160.327335,0.0,0.0
7,19,24999.839673,160.327335,0.882506,0.0
7,21,99999.799599,200.400802,0.181198,0.0
8,9,24999.799591,200.409169,0.753641,0.0
9,15,24999.799599,200.400802,1.892805,0.0
9,16,99999.799599,200.400802,0.299096,0.0
10,11,24999.799591,200.409169,0.52166,0.0
10,12,99999.799599,200.400802,1.336098,0.0
10,16,99999.839679,160.320641,1.013756,0.0
10,17,99999.839673,160.327335,0.224471,0.0
12,22,99999.839679,160.320641,0.0,0.0
13,14,1549.799591,200.409169,0.053048,0.0
13,17,99999.839673,160.327335,0.190616,0.0
13,19,24999.839673,160.327335,0.0,0.0
15,20,24999.839673,160.327335,1.398206,0.0
17,20,99999.839666,160.334029,1.554608,0.0
17,23,24999.839666,160.334029,1.645327,0.0
18,21,24999.799591,200.409169,2.344608,0.0
20,22,24999.839673,160.327335,0.573516,0.0
