node1,node2,free_bw,used_bw,delay,pkloss
1,3,92422.802379,7577197.620621,2.266407,0.002397
1,7,91825.974884,8174025.115664,2.978802,0.006217
1,16,96340.139623,3659860.377213,2.471805,0.003313
2,4,74236.903433,25763096.567199,1.508594,0.001041
2,7,89037.065313,10962934.68668,1.566052,0.0
2,12,80184.020491,19815979.509213,0.208855,0.002137
2,13,97557.400748,2442599.25232,0.0,0.002443
2,18,22470.630422,2529369.577791,4.804611,0.0
2,23,15494.134738,9505865.261812,2.385497,0.00199
3,10,91994.745742,8005254.257948,2.945781,0.0
3,11,24492.077518,507922.48228,0.0,0.0
3,14,996.367879,553632.12123,1.54686,0.0
3,21,99163.673316,836326.683792,0.97847,0.0
4,16,80256.239917,19743760.082753,2.143621,0.00119
5,8,24927.908456,72091.543891,0.977516,0.0
5,16,17997.306453,7002693.547054,1.90115,0.002993
6,7,1549.841381,158.618696,1.975298,0.0
6,19,1304.607187,245392.812887,1.364827,0.0
7,17,99999.80171,198.289751,1.556158,0.0
7,19,23987.470774,1012529.226396,1.434684,0.0
7,21,98938.184821,1061815.17924,1.389146,0.0
8,9,19126.260989,5873739.011139,1.664281,0.001244
9,15,24989.992977,10007.022779,0.58651,0.0
9,16,84356.956127,15643043.87342,0.943184,0.0
10,11,16110.518735,8889481.264609,2.592921,0.00109
10,12,99999.841375,158.625249,2.903938,0.0
10,16,99999.801718,198.281561,3.600717,0.0
10,17,97012.415669,2987584.330736,1.738906,0.001599
12,22,98493.920516,1506079.484425,0.751019,0.0
13,14,1281.987277,268012.722999,0.0,0.0
13,17,98950.948071,1049051.928919,1.349568,0.0
13,19,24973.213268,26786.732253,0.0,0.0
15,20,24869.310509,130689.490553,1.72174,0.002666
17,20,99924.950839,75049.161365,1.341701,0.0
17,23,15512.846681,9487153.318954,2.410293,0.002012
18,21,24360.122284,639877.716269,2.60067,0.0
20,22,24494.558374,505441.626043,0.029325,0.0
