node1,node2,free_bw,used_bw,delay,pkloss
1,3,99997.920568,2079.431708,2.146959,0.0
1,7,91502.948014,8497051.985793,1.636982,0.00019
1,16,99808.324185,191675.815305,1.71864,0.0
2,4,54792.61562,45207384.380141,0.252128,7.8e-05
2,7,61587.54972,38412450.280023,0.226021,0.00037
2,12,72349.081745,27650918.254715,1.497626,0.0
2,13,93026.868417,6973131.583469,0.283241,0.0
2,18,20425.589854,4574410.145886,1.642108,0.0
2,23,24907.436736,92563.264468,2.429962,0.0
3,10,98813.425896,1186574.103972,0.890136,0.0
3,11,13903.98773,11096012.269939,0.0,0.000832
3,14,144.039393,1405960.607039,1.058459,0.0
3,21,86391.627381,13608372.618663,1.684785,0.00183
4,16,63502.744592,36497255.40846,0.59104,0.000523
5,8,15323.706813,9676293.186955,1.982212,0.0
5,16,2122.50888,22877491.120439,1.552582,0.000311
6,7,1243.858573,306141.427188,0.80204,0.0
6,19,1548.844043,1155.957378,0.957608,0.0
7,17,78691.411043,21308588.957055,0.750899,0.0
7,19,23965.418147,1034581.853407,2.164841,0.0
7,21,84398.346787,15601653.212786,1.739621,0.000374
8,9,24918.979658,81020.342267,0.176668,0.0
9,15,24784.268647,215731.352922,1.057506,0.0
9,16,85224.89506,14775104.940265,0.92113,0.0
10,11,24322.402325,677597.67517,0.0,0.0
10,12,98766.680659,1233319.341298,1.383424,0.0
10,16,98421.762996,1578237.003552,1.359463,0.0
10,17,98729.192767,1270807.232806,0.481725,0.0
12,22,98380.387472,1619612.528253,2.713919,0.0
13,14,1520.939619,29060.381014,0.867844,0.0
13,17,99680.829835,319170.164675,0.519872,0.0
13,19,24999.806264,193.735873,1.241922,0.0
15,20,24469.622215,530377.784953,1.361132,0.0
17,20,98482.382951,1517617.048757,1.736522,0.0
17,23,24999.806264,193.735873,2.36845,0.0
18,21,24912.244107,87755.892799,0.671625,0.0
20,22,24950.732967,49267.032612,3.592372,0.0
