node1,node2,free_bw,used_bw,delay,pkloss
1,3,99992.895428,7104.57174,1.262546,0.0
1,7,99998.025466,1974.53414,0.509143,0.0
1,16,99999.844779,155.220502,0.887394,0.0
2,4,99775.529811,224470.189138,0.513792,0.0
2,7,99842.608246,157391.754244,1.476765,0.0
2,12,99982.025546,17974.454325,1.507521,0.0
2,13,99894.707195,105292.805174,1.555562,0.0
2,18,24942.275435,57724.564547,0.432611,0.0
2,23,24993.205497,6794.502829,2.080083,0.0
3,10,99997.955053,2044.947454,1.214504,0.0
3,11,24998.775101,1224.898949,0.067353,0.0
3,14,1535.884559,14115.440582,1.328707,0.0
3,21,99997.878739,2121.261116,0.297785,0.0
4,16,99996.19063,3809.369827,0.519991,0.0
5,8,24065.917295,934082.70495,0.520349,0.0
5,16,24588.991431,411008.569119,0.967026,0.0
6,7,1549.805974,194.025628,1.39606,0.0
6,19,1549.76716,232.840165,1.035094,0.0
7,17,99797.016006,202983.993533,0.977039,0.0
7,19,24997.788108,2211.892158,1.076341,0.0
7,21,99959.756831,40243.168957,0.533819,0.0
8,9,23496.335662,1503664.338121,0.95129,0.0
9,15,22099.840733,2900159.267441,1.70362,0.0
9,16,99692.350525,307649.474535,0.587106,0.0
10,11,24996.9481,3051.899757,0.594497,0.0
10,12,99275.664996,724335.004042,1.525283,0.0
10,16,99282.333387,717666.612773,0.566959,0.0
10,17,99998.140663,1859.337106,1.254797,0.0
12,22,97065.852223,2934147.77688,1.54388,0.0
13,14,1535.884559,14115.440582,1.995683,0.0
13,17,99867.96249,132037.510105,1.062155,0.0
13,19,24998.947777,1052.22312,1.400709,0.0
15,20,22099.840733,2900159.267441,0.211596,0.0
17,20,99946.438804,53561.196443,0.777602,0.0
17,23,24978.429749,21570.250606,1.394033,0.0
18,21,24963.296819,36703.181272,0.285745,0.0
20,22,22058.830073,2941169.927243,0.81265,0.0
