node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.563363,436.636763,3.34692,0.0
1,7,99999.603422,396.578344,1.244545,0.0
1,16,99999.563381,436.618546,1.035213,0.0
2,4,99999.610114,389.885671,1.178384,0.0
2,7,99999.610114,389.885671,1.667142,0.0
2,12,99999.563381,436.618543,0.052571,0.0
2,13,99999.563381,436.618543,1.297355,0.0
2,18,24999.563381,436.618543,0.941038,0.0
2,23,24999.610131,389.869404,1.408577,0.0
3,10,99999.58341,416.590169,9.551167,0.0
3,11,24999.603438,396.561796,0.330567,0.0
3,14,1549.563381,436.618543,0.768304,0.0
3,21,99999.603455,396.54525,2.404809,0.0
4,16,99999.5634,436.600326,2.129316,0.0
5,8,24999.563381,436.618543,1.781821,0.0
5,16,24999.5634,436.600326,2.215505,0.0
6,7,1549.603422,396.578344,1.164794,0.0
6,19,1549.563345,436.654982,1.210332,0.0
7,17,99999.610114,389.885671,1.143932,0.0
7,19,24999.563363,436.636763,0.530124,0.0
7,21,99999.5634,436.600326,1.012444,0.0
8,9,24999.523345,476.655402,1.434445,0.0
9,15,24999.523345,476.655402,0.638723,0.0
9,16,99999.563418,436.582109,1.044035,0.0
10,11,24999.563381,436.618543,1.25587,0.0
10,12,99999.523325,476.67529,0.731826,0.0
10,16,99999.5634,436.600326,1.501441,0.0
10,17,99999.563381,436.618543,1.331687,0.0
12,22,99999.563381,436.618543,0.403881,0.0
13,14,1549.563381,436.618543,0.330329,0.0
13,17,99999.610114,389.885671,1.366615,0.0
13,19,24999.610098,389.901941,1.474738,0.0
15,20,24999.563381,436.618543,0.783563,0.0
17,20,99999.563381,436.618543,1.248598,0.0
17,23,24999.563381,436.618543,1.021385,0.0
18,21,24999.5634,436.600326,0.853777,0.0
20,22,24999.563381,436.618543,1.353979,0.0
