node1,node2,free_bw,used_bw,delay,pkloss
1,3,99932.079535,67920.465285,3.340125,0.0
1,7,99982.588216,17411.78387,2.06244,0.0
1,16,99999.804823,195.17749,2.536774,0.0
2,4,99392.657806,607342.193739,1.930118,0.0
2,7,99323.321654,676678.346417,2.16198,0.0
2,12,99646.478855,353521.145088,2.563238,0.0
2,13,99488.927781,511072.218608,1.97351,0.0
2,18,24591.870226,408129.773997,2.257586,0.0
2,23,24992.609279,7390.720949,0.0,0.0
3,10,99796.791413,203208.58746,1.747489,0.0
3,11,24796.93844,203061.55973,2.275109,0.0
3,14,1522.494755,27505.245182,1.808047,0.0
3,21,99754.227535,245772.464829,1.397371,0.0
4,16,99587.008864,412991.136049,1.328111,0.0
5,8,24921.688867,78311.132797,1.128912,0.0
5,16,24657.642027,342357.973489,2.719283,0.0
6,7,1549.798325,201.675205,1.735687,0.0
6,19,1549.759291,240.709116,0.797391,0.0
7,17,99282.674473,717325.526551,1.532674,0.0
7,19,24959.457429,40542.571359,1.031399,0.0
7,21,99740.183785,259816.215337,0.978351,0.0
8,9,24991.864682,8135.317557,0.0,0.0
9,15,24893.407717,106592.282533,0.0,0.0
9,16,99891.01537,108984.630398,0.0,0.0
10,11,24849.269253,150730.747337,1.405597,0.0
10,12,99999.843858,156.141992,1.66595,0.0
10,16,99891.268439,108731.560543,0.461459,0.0
10,17,99539.872164,460127.836058,1.836061,0.0
12,22,99857.229618,142770.382052,0.334501,0.0
13,14,1511.641117,38358.882672,0.919938,0.0
13,17,99406.190684,593809.316018,1.490235,0.0
13,19,24883.060058,116939.942453,0.814915,0.0
15,20,24877.303188,122696.811971,1.019835,0.0
17,20,99835.242874,164757.126284,1.003623,0.0
17,23,24990.92917,9070.830284,0.0,0.0
18,21,24831.714402,168285.598113,2.084851,0.0
20,22,24938.530782,61469.218363,1.595855,0.0
