node1,node2,free_bw,used_bw,delay,pkloss
1,3,89870.57514,10129424.859691,1.280427,0.0
1,7,79206.422666,20793577.334372,0.752449,0.00086
1,16,74613.957013,25386042.986563,2.073169,0.001767
2,4,72240.905797,27759094.202899,0.0,0.000205
2,7,89480.913976,10519086.023841,1.394033,0.000195
2,12,76075.918972,23924081.027668,0.82171,0.000119
2,13,96990.355731,3009644.268775,0.44477,0.0
2,18,22375.16469,2624835.309618,2.267003,0.0
2,23,24995.915847,4084.153327,0.0,0.0
3,10,96010.111157,3989888.843145,0.974298,0.0
3,11,16530.664471,8469335.529024,1.592875,0.000339
3,14,492.755043,1057244.956772,0.831723,0.0
3,21,94528.576369,5471423.631124,0.384212,0.000829
4,16,76623.567891,23376432.10878,0.524044,0.000536
5,8,12812.339762,12187660.237979,1.323938,0.000736
5,16,0.0,25635273.775216,1.676917,0.000608
6,7,1539.005723,10994.277263,0.0,0.0
6,19,1237.641319,312358.681414,0.0,0.0
7,17,76003.257308,23996742.692466,50.067067,0.000242
7,19,23481.422808,1518577.19226,0.354052,0.0
7,21,97726.748456,2273251.543845,1.34933,0.0
8,9,24285.259953,714740.047385,1.033902,0.0
9,15,23620.3235,1379676.500086,0.481486,0.0
9,16,82278.349938,17721650.061754,1.066089,0.0
10,11,20130.71058,4869289.419514,0.158548,0.000402
10,12,91520.009887,8479990.113153,7.174134,8.1e-05
10,16,99880.062577,119937.422808,1.777887,0.0
10,17,99105.642882,894357.117906,0.332355,0.0
12,22,96907.581225,3092418.775436,5.120158,0.000531
13,14,784.221251,765778.748879,0.964761,0.0
13,17,95780.272544,4219727.455792,2.224684,0.0
13,19,24997.799827,2200.172922,0.0,0.0
15,20,23489.229249,1510770.750988,0.762224,0.0
17,20,97717.821232,2282178.767918,2.632976,0.0
17,23,24810.417456,189582.544257,1.896977,0.0
18,21,20095.21511,4904784.890359,1.882553,0.0
20,22,24345.171887,654828.112601,0.934243,0.0
