node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.800896,199.104032,1.611233,0.0
1,7,99999.800904,199.095774,1.665831,0.0
1,16,99999.840717,159.283225,1.602292,0.0
2,4,99999.800896,199.104032,1.241446,0.0
2,7,99999.800904,199.095774,0.715733,0.0
2,12,99999.800896,199.104032,1.123667,0.0
2,13,99999.800896,199.104032,1.061678,0.0
2,18,24999.840717,159.283225,1.188517,0.0
2,23,24999.800896,199.104032,0.651956,0.0
3,10,99999.800904,199.095774,1.416087,0.0
3,11,24999.800896,199.104032,1.44887,0.0
3,14,1549.800904,199.095774,1.950502,0.0
3,21,99999.800896,199.104032,1.093268,0.0
4,16,99999.840717,159.283225,1.790285,0.0
5,8,24999.840717,159.283225,1.723289,0.0
5,16,24999.840717,159.283225,2.498865,0.0
6,7,1549.800904,199.095774,1.495123,0.0
6,19,1549.761075,238.924838,1.521587,0.0
7,17,99999.840723,159.276619,0.906229,0.0
7,19,24999.761085,238.914928,1.484394,0.0
7,21,99999.840723,159.276619,1.779437,0.0
8,9,24999.840717,159.283225,1.480937,0.0
9,15,24999.840717,159.283225,0.0,0.0
9,16,99999.840717,159.283225,2.099991,0.0
10,11,24999.800904,199.095774,1.825213,0.0
10,12,99999.840723,159.276619,0.43416,0.0
10,16,99999.800904,199.095774,1.677752,0.0
10,17,99999.800896,199.104032,1.287341,0.0
12,22,99999.840717,159.283225,1.122832,0.0
13,14,1549.800904,199.095774,1.750827,0.0
13,17,99999.800896,199.104032,1.134157,0.0
13,19,24999.761075,238.924838,1.359105,0.0
15,20,24999.840717,159.283225,1.673341,0.0
17,20,99999.840717,159.283225,1.622438,0.0
17,23,24999.840717,159.283225,1.397967,0.0
18,21,24999.840717,159.283225,1.46842,0.0
20,22,24999.840717,159.283225,1.491904,0.0
