node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.843693,156.307242,0.566483,0.0
1,7,99999.804616,195.384052,0.144839,0.0
1,16,99999.804616,195.384052,0.435591,0.0
2,4,99999.804624,195.376099,1.420259,0.0
2,7,99999.804624,195.376099,0.876427,0.0
2,12,99999.804624,195.376099,1.173019,0.0
2,13,99999.804616,195.384052,1.885176,0.0
2,18,24999.804624,195.376099,0.367165,0.0
2,23,24999.804624,195.376099,1.085758,0.0
3,10,99999.843699,156.300879,1.652718,0.0
3,11,24999.765549,234.451319,0.489473,0.0
3,14,1549.843699,156.300879,0.531673,0.0
3,21,99999.765549,234.451319,1.502275,0.0
4,16,99999.804624,195.376099,1.898646,0.0
5,8,24999.804624,195.376099,0.785708,0.0
5,16,24999.804624,195.376099,0.280976,0.0
6,7,1549.843699,156.300879,0.794172,0.0
6,19,1549.804624,195.376099,1.188278,0.0
7,17,99999.804624,195.376099,1.644969,0.0
7,19,24999.804624,195.376099,1.160741,0.0
7,21,99999.843699,156.300879,0.0,0.0
8,9,24999.843699,156.300879,0.892162,0.0
9,15,24999.843699,156.300879,0.0,0.0
9,16,99999.804624,195.376099,0.417948,0.0
10,11,24999.804624,195.376099,1.15943,0.0
10,12,99999.843693,156.307242,1.192808,0.0
10,16,99999.804616,195.384052,0.411153,0.0
10,17,99999.804616,195.384052,0.91207,0.0
12,22,99999.804624,195.376099,1.348376,0.0
13,14,1549.843693,156.307242,1.083493,0.0
13,17,99999.804616,195.384052,1.749516,0.0
13,19,24999.804616,195.384052,0.605464,0.0
15,20,24999.804624,195.376099,0.956893,0.0
17,20,99999.804616,195.384052,1.341581,0.0
17,23,24999.804624,195.376099,0.621796,0.0
18,21,24999.804624,195.376099,0.652552,0.0
20,22,24999.804624,195.376099,1.621604,0.0
