node1,node2,free_bw,used_bw,delay,pkloss
1,3,99814.305536,185694.464286,0.0,0.0
1,7,99703.041117,296958.883082,0.990033,0.000218
1,16,98606.646523,1393353.477092,1.749158,7.9e-05
2,4,95631.937851,4368062.148879,0.9197,0.000193
2,7,97249.841005,2750158.995364,1.651168,0.000108
2,12,98357.18472,1642815.280304,1.661181,0.0
2,13,99208.348603,791651.397387,1.782537,0.0
2,18,24540.902467,459097.532517,1.90711,0.0
2,23,24984.953239,15046.760682,1.382351,0.0
3,10,99699.183991,300816.009262,0.59855,0.0
3,11,24679.745317,320254.682815,2.056837,0.0
3,14,1497.805177,52194.823452,0.249743,0.0
3,21,99974.14835,25851.649715,1.527309,0.0
4,16,97692.882825,2307117.175225,1.924753,8.6e-05
5,8,24977.437136,22562.864387,1.105428,0.0
5,16,22451.36542,2548634.580485,1.196861,0.0001
6,7,1451.570265,98429.73515,1.312613,0.0
6,19,1546.206888,3793.112009,1.479745,0.0
7,17,98031.012983,1968987.017283,1.169086,0.0
7,19,24842.150666,157849.334326,1.487851,0.0
7,21,99758.921029,241078.971306,1.164675,0.0
8,9,23217.067064,1782932.93641,2.008677,0.000209
9,15,24921.196014,78803.985747,1.527309,0.0
9,16,95924.38667,4075613.330026,2.42281,0.0
10,11,23073.531749,1926468.250995,1.577497,0.000123
10,12,96840.979384,3159020.615942,1.603484,5.2e-05
10,16,96331.455222,3668544.777971,1.466036,0.000475
10,17,97324.135285,2675864.715124,1.471996,0.000373
12,22,99820.123537,179876.46287,1.394033,0.0
13,14,1401.344276,148655.724403,1.296282,0.0
13,17,99766.813577,233186.422857,2.085567,0.0
13,19,24983.327903,16672.096609,0.721931,0.0
15,20,24911.517777,88482.22259,1.674414,0.0
17,20,99806.687559,193312.440898,0.747323,0.0
17,23,24978.625651,21374.348797,1.496792,0.0
18,21,24981.686596,18313.404449,0.86391,0.0
20,22,24920.138256,79861.744049,1.219511,0.0
