node1,node2,free_bw,used_bw,delay,pkloss
1,3,99218.267439,781732.560986,0.308752,0.0
1,7,99605.939705,394060.295193,1.152396,0.0
1,16,94964.436975,5035563.02521,1.608372,0.0
2,4,91531.365913,8468634.086644,1.009464,0.0
2,7,95838.823781,4161176.218987,1.537204,0.0
2,12,93822.130048,6177869.951864,0.18692,0.0
2,13,98744.517582,1255482.41821,0.748992,0.0
2,18,22886.389096,2113610.903856,0.925303,0.0
2,23,24993.833802,6166.197538,1.03116,0.0
3,10,98838.608469,1161391.53137,1.330614,0.0
3,11,23869.179081,1130820.918659,4.605055,0.0
3,14,1146.935523,403064.477223,0.767231,0.012639
3,21,99103.448478,896551.52158,0.766039,0.0
4,16,95607.34927,4392650.730195,2.8373,0.0
5,8,20983.502652,4016497.348454,2.473593,0.0
5,16,14103.007914,10896992.086155,2.038836,0.000917
6,7,1292.62348,257376.51954,1.306891,0.0
6,19,1549.695195,304.805417,0.463009,0.0
7,17,96966.374409,3033625.591472,1.185536,0.0
7,19,24324.530309,675469.690789,0.426173,0.0
7,21,99414.593457,585406.5432,1.487494,0.0
8,9,23402.936444,1597063.555519,1.617908,0.0
9,15,16693.52109,8306478.910011,1.42312,0.003377
9,16,96619.646569,3380353.430693,1.286268,0.0
10,11,17788.522477,7211477.523048,1.588225,0.001671
10,12,89197.080525,10802919.474586,1.059651,0.000449
10,16,92985.033858,7014966.141797,1.69754,0.000714
10,17,94578.335405,5421664.595161,0.859022,0.0
12,22,95799.513095,4200486.905442,0.0,0.0
13,14,1154.563129,395436.87089,1.352429,0.0
13,17,98675.79684,1324203.159712,0.913262,0.0
13,19,24971.725545,28274.455413,0.56982,0.0
15,20,16655.716733,8344283.266705,1.783729,0.003313
17,20,95065.741109,4934258.891253,1.557589,0.0
17,23,24967.704308,32295.691906,2.595305,0.0
18,21,24498.337698,501662.302471,1.057029,0.0
20,22,20939.626989,4060373.01134,0.671148,0.0
