node1,node2,free_bw,used_bw,delay,pkloss
1,3,99989.14838,10851.61988,1.746178,0.0
1,7,99964.89995,35100.049776,0.723004,0.0
1,16,99921.914133,78085.86731,0.313282,0.0
2,4,99997.856135,2143.864598,1.281738,0.0
2,7,99984.179201,15820.798965,1.281619,0.0
2,12,99991.018999,8981.000581,1.265407,0.0
2,13,99999.023022,976.977643,1.18959,0.0
2,18,24997.199154,2800.846232,0.016332,0.0
2,23,24999.411955,588.044967,1.428485,0.0
3,10,99998.976563,1023.437178,1.711249,0.0
3,11,24997.976271,2023.728532,0.755787,0.0
3,14,1547.977683,2022.317173,1.07944,0.0
3,21,99996.987431,3012.568969,1.157045,0.0
4,16,99938.023729,61976.271468,1.37639,0.0
5,8,24999.794251,205.749368,1.660943,0.0
5,16,24997.627245,2372.754806,0.528216,0.0
6,7,1547.588086,2411.913556,2.509594,0.0
6,19,1549.800879,199.120551,1.953006,0.0
7,17,99988.994193,11005.807201,1.292467,0.0
7,19,24997.587423,2412.577264,2.123356,0.0
7,21,99999.840717,159.283225,2.057672,0.0
8,9,24997.627909,2372.091098,1.69003,0.0
9,15,24996.193637,3806.363304,0.458598,0.0
9,16,99991.76737,8232.629541,1.215935,0.0
10,11,24999.407973,592.027213,1.095057,0.0
10,12,99998.241175,1758.825241,1.677394,0.0
10,16,99998.016178,1983.82213,1.371741,0.0
10,17,99999.800896,199.104032,1.314759,0.0
12,22,99996.810221,3189.778908,0.968575,0.0
13,14,1549.4518,548.199768,0.876427,0.0
13,17,99995.009126,4990.874399,1.182795,0.0
13,19,24999.800888,199.112291,1.663923,0.0
15,20,24997.58865,2411.349871,0.357389,0.0
17,20,99999.754428,245.571826,0.642657,0.0
17,23,24997.977103,2022.896964,1.40512,0.0
18,21,24999.411979,588.020574,1.722455,0.0
20,22,24999.023022,976.977643,0.508428,0.0
