node1,node2,free_bw,used_bw,delay,pkloss
1,3,99140.90671,859093.290492,1.766801,0.0
1,7,99336.037234,663962.765957,2.044797,0.0
1,16,94372.672872,5627327.12766,5.396605,8.1e-05
2,4,90293.943865,9706056.13541,0.002742,7.3e-05
2,7,95403.527261,4596472.739362,1.506448,0.000208
2,12,91071.233378,8928766.62234,1.440167,0.000136
2,13,97015.87766,2984122.340426,0.919342,0.0
2,18,22739.136501,2260863.498606,1.571655,0.0
2,23,24865.601729,134398.271277,0.397086,0.00061
3,10,98596.049031,1403950.968558,3.366709,0.0
3,11,23474.135638,1525864.361702,2.600789,0.000255
3,14,949.466444,600533.555992,2.255917,0.0
3,21,98777.338041,1222661.95931,2.704501,0.0
4,16,94700.811958,5299188.041562,2.670288,9.1e-05
5,8,24901.726158,98273.841848,2.033949,0.0
5,16,15616.426197,9383573.803192,3.34847,0.00029
6,7,1549.80054,199.459797,2.341986,0.0
6,19,1304.169368,245830.632427,3.162503,0.0
7,17,96592.00336,3407996.640389,1.085639,0.000318
7,19,23736.265965,1263734.035204,1.419425,0.0
7,21,98264.676519,1735323.481271,2.37453,0.000481
8,9,17530.297099,7469702.90091,1.546621,0.0
9,15,24737.77355,262226.449847,1.858115,0.0
9,16,80108.696809,19891303.191489,1.798511,0.0
10,11,15623.400931,9376599.069149,1.452446,0.000499
10,12,80659.025931,19340974.069149,2.403617,0.000107
10,16,79345.864362,20654135.638298,1.78051,0.000621
10,17,86257.539182,13742460.817802,1.784563,0.00049
12,22,98332.506649,1667493.351064,0.0,0.0
13,14,1049.50133,500498.670213,2.323508,0.0
13,17,97531.099933,2468900.066594,2.535105,0.0
13,19,24859.168086,140831.913811,1.555681,0.0
15,20,24676.366658,323633.341644,1.550198,0.0
17,20,98908.149256,1091850.743788,1.455426,0.0
17,23,24854.174943,145825.057389,3.682137,0.0
18,21,23719.893626,1280106.374138,2.401352,0.0
20,22,24562.963639,437036.360613,0.0,0.0
