node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.84077,159.230386,0.987291,0.0
1,7,99999.840763,159.23699,2.018213,0.0
1,16,99999.800946,199.054493,1.580954,0.0
2,4,99999.800937,199.062747,0.70858,0.0
2,7,99999.800937,199.062747,1.217008,0.0
2,12,99999.800929,199.071002,2.37596,0.0
2,13,99999.800937,199.062747,1.180887,0.0
2,18,24999.800929,199.071002,0.481844,0.0
2,23,24999.800937,199.062747,1.426101,0.0
3,10,99999.840763,159.23699,1.721621,0.0
3,11,24999.840756,159.243594,2.087593,0.0
3,14,1549.84077,159.230386,1.288533,0.0
3,21,99999.840756,159.243594,1.366496,0.0
4,16,99999.800937,199.062747,1.297951,0.0
5,8,24999.800954,199.046237,2.032876,0.0
5,16,24999.800937,199.062747,1.793027,0.0
6,7,1549.840763,159.23699,1.583219,0.0
6,19,1549.800962,199.037983,1.384139,0.0
7,17,99999.800937,199.062747,1.105189,0.0
7,19,24999.800954,199.046237,0.625491,0.0
7,21,99999.800937,199.062747,1.352906,0.0
8,9,24999.761125,238.875296,1.105785,0.0
9,15,24999.761125,238.875296,0.086308,0.0
9,16,99999.800929,199.071002,1.757145,0.0
10,11,24999.800937,199.062747,2.346396,0.0
10,12,99999.761125,238.875296,1.12164,0.0
10,16,99999.800937,199.062747,1.773715,0.0
10,17,99999.800937,199.062747,1.345277,0.0
12,22,99999.800937,199.062747,1.927495,0.0
13,14,1549.761145,238.855485,0.801086,0.0
13,17,99999.800937,199.062747,1.421452,0.0
13,19,24999.800954,199.046237,1.09458,0.0
15,20,24999.800937,199.062747,1.146674,0.0
17,20,99999.800929,199.071002,1.585245,0.0
17,23,24999.800937,199.062747,1.511574,0.0
18,21,24999.800929,199.071002,2.371311,0.0
20,22,24999.800946,199.054491,1.779675,0.0
