node1,node2,free_bw,used_bw,delay,pkloss
1,3,97091.603055,2908396.944754,1.073241,0.0
1,7,98083.894808,1916105.1924,2.381802,0.0
1,16,87935.290073,12064709.927324,0.429988,0.000391
2,4,72588.456034,27411543.965654,1.616716,0.000113
2,7,90296.826493,9703173.506852,1.316667,0.0
2,12,76617.090157,23382909.842582,0.709534,0.0
2,13,96059.015424,3940984.576244,1.897573,0.00087
2,18,20673.803148,4326196.851646,0.560641,0.0
2,23,24950.764191,49235.808555,1.511931,0.0
3,10,98517.212876,1482787.124023,1.110077,0.0
3,11,22374.434785,2625565.214627,1.308918,0.0
3,14,956.362652,593637.347927,1.420736,0.0
3,21,97535.027543,2464972.45689,2.332926,0.0
4,16,76572.417872,23427582.127524,1.660109,0.0003
5,8,15887.494355,9112505.644777,2.108932,0.0
5,16,3003.524885,21996475.115281,1.160383,0.000145
6,7,1234.020184,315979.816088,1.758814,0.0
6,19,1546.017178,3982.821696,1.343608,0.0
7,17,92819.629038,7180370.961777,1.506209,0.0
7,19,24143.669509,856330.491437,1.624823,0.0
7,21,97366.248735,2633751.265195,1.931787,0.000763
8,9,21848.1202,3151879.799868,1.964927,0.0
9,15,17137.874615,7862125.385083,1.947641,0.0
9,16,87360.901836,12639098.163629,1.610875,0.0
10,11,15074.18977,9925810.22972,2.368569,0.00078
10,12,94670.482229,5329517.770654,2.083063,8.4e-05
10,16,95426.409621,4573590.378606,1.583099,0.000317
10,17,89373.475946,10626524.054275,2.79963,0.000601
12,22,98689.225581,1310774.418735,1.818419,0.0
13,14,524.715685,1025284.314669,1.970649,0.0
13,17,97133.365559,2866634.441088,2.076983,0.0
13,19,24795.35114,204648.860138,1.967669,0.0
15,20,17121.51439,7878485.609795,0.880122,0.0
17,20,90941.576721,9058423.278741,1.7277,0.0
17,23,24867.536969,132463.030689,1.675606,0.0
18,21,23020.024805,1979975.194785,2.221346,0.0
20,22,23780.217035,1219782.96492,1.471281,0.0
