node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.674701,325.299229,1.844645,0.0
1,7,99999.546155,453.844893,1.669049,0.0
1,16,99999.803246,196.753566,1.458645,0.0
2,4,99999.803254,196.745502,1.092196,0.0
2,7,99999.803254,196.745502,1.535654,0.0
2,12,99999.757337,242.662732,1.105785,0.0
2,13,99999.803246,196.753566,1.095057,0.0
2,18,24999.803246,196.753566,0.806093,0.0
2,23,24999.803246,196.753566,1.389265,0.0
3,10,99999.757337,242.662732,0.755548,0.0
3,11,24999.803246,196.753566,0.43726,0.0
3,14,1549.803246,196.753566,1.270413,0.0
3,21,99999.674701,325.299229,1.366377,0.0
4,16,99999.803246,196.753566,1.283169,0.0
5,8,24999.803246,196.753566,1.387239,0.0
5,16,24999.803246,196.753566,1.267314,0.0
6,7,1549.80323,196.769699,1.189232,0.0
6,19,1549.80323,196.769699,0.22006,0.0
7,17,99999.628807,371.19318,0.370502,0.0
7,19,24999.674714,325.285896,0.145674,0.0
7,21,99999.803246,196.753566,1.263022,0.0
8,9,24999.803246,196.753566,1.270294,0.0
9,15,24999.803246,196.753566,1.010537,0.0
9,16,99999.803246,196.753566,0.776649,0.0
10,11,24999.803246,196.753566,1.279831,0.0
10,12,99999.842597,157.402853,1.437902,0.0
10,16,99999.803246,196.753566,1.168609,0.0
10,17,99999.803246,196.753566,1.538873,0.0
12,22,99999.803246,196.753566,1.310587,0.0
13,14,1549.803246,196.753566,1.323342,0.0
13,17,99999.757337,242.662732,1.214623,0.0
13,19,24999.803246,196.753566,1.346588,0.0
15,20,24999.803246,196.753566,1.176238,0.0
17,20,99999.674701,325.299229,1.467466,0.0
17,23,24999.803246,196.753566,0.656962,0.0
18,21,24999.674701,325.299229,0.765085,0.0
20,22,24999.803246,196.753566,1.195312,0.0
