node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.801308,198.691945,0.698209,0.0
1,7,99999.801308,198.691945,1.346111,0.0
1,16,99999.841046,158.953556,0.921011,0.0
2,4,99999.801316,198.683721,0.623703,0.0
2,7,99999.801316,198.683721,0.031352,0.0
2,12,99999.841053,158.946977,1.080751,0.0
2,13,99999.801316,198.683721,0.293374,0.0
2,18,24999.841046,158.953556,2.05183,0.0
2,23,24999.841053,158.946977,1.173258,0.0
3,10,99999.801316,198.683721,1.855254,0.0
3,11,24999.801316,198.683721,0.619292,0.0
3,14,1549.801316,198.683721,1.554012,0.0
3,21,99999.801308,198.691945,1.256466,0.0
4,16,99999.801308,198.691945,0.614882,0.0
5,8,24999.801316,198.683721,1.143456,0.0
5,16,24999.841053,158.946977,1.808882,0.0
6,7,1549.801308,198.691945,1.410007,0.0
6,19,1549.76157,238.430334,0.999451,0.0
7,17,99999.801308,198.691945,0.0,0.0
7,19,24999.76157,238.430334,0.708699,0.0
7,21,99999.841046,158.953556,0.47195,0.0
8,9,24999.801308,198.691945,1.32668,0.0
9,15,24999.841046,158.953556,1.57249,0.0
9,16,99999.841046,158.953556,1.805902,0.0
10,11,24999.801325,198.675497,0.0,0.0
10,12,99999.801325,198.675497,2.965927,0.0
10,16,99999.801316,198.683721,2.225757,0.0
10,17,99999.801316,198.683721,0.0,0.0
12,22,99999.841053,158.946977,0.574946,0.0
13,14,1549.801325,198.675497,0.634074,0.0
13,17,99999.801316,198.683721,0.177741,0.0
13,19,24999.76158,238.420465,0.470281,0.0
15,20,24999.841046,158.953556,1.602769,0.0
17,20,99999.841046,158.953556,0.270844,0.0
17,23,24999.841046,158.953556,0.633717,0.0
18,21,24999.841046,158.953556,1.649857,0.0
20,22,24999.841046,158.953556,0.498295,0.0
