node1,node2,free_bw,used_bw,delay,pkloss
1,3,96903.659274,3096340.726455,1.779556,0.0
1,7,98857.07811,1142921.890068,1.863241,0.0
1,16,91240.775556,8759224.44436,2.01726,0.000879
2,4,90492.529633,9507470.36668,0.515342,0.000211
2,7,95893.534732,4106465.267928,0.46742,0.000378
2,12,93672.177091,6327822.908877,1.446605,0.000113
2,13,97851.096097,2148903.903302,1.082659,0.0
2,18,22727.358377,2272641.623017,1.826286,0.0
2,23,24963.284474,36715.525792,2.094984,0.0
3,10,98213.21141,1786788.589795,2.044439,0.0
3,11,23630.018864,1369981.136096,1.523733,0.000337
3,14,978.289766,571710.234359,0.345469,0.0
3,21,98420.479747,1579520.253242,1.708269,0.000283
4,16,92337.42393,7662576.070055,1.696944,0.0
5,8,24480.880388,519119.611911,2.209306,0.0
5,16,15474.559052,9525440.947551,2.732754,0.000127
6,7,1273.345548,276654.451945,0.649333,0.0
6,19,1543.439029,6560.970721,1.226664,0.0
7,17,98022.222437,1977777.563484,1.515746,0.0
7,19,23930.834343,1069165.657236,1.239181,0.0
7,21,98733.092134,1266907.865589,2.123594,0.0
8,9,17866.814368,7133185.632438,1.229405,0.00075
9,15,19681.981284,5318018.716353,1.764774,0.000331
9,16,87177.534678,12822465.321868,2.372742,0.0
10,11,18497.51893,6502481.070261,1.9238,0.001094
10,12,85462.677227,14537322.773104,2.27046,0.000313
10,16,88747.266813,11252733.186913,2.115011,0.000723
10,17,94513.141623,5486858.376639,1.592994,0.000758
12,22,99101.504982,898495.017679,0.258207,0.0
13,14,1113.364564,436635.435918,0.835657,0.0
13,17,98351.476071,1648523.928894,1.366973,0.0
13,19,24456.589474,543410.526316,1.210213,0.0
15,20,19757.201949,5242798.050929,1.722574,0.000321
17,20,94597.054966,5402945.033751,0.893474,0.0
17,23,24928.528105,71471.89533,1.161695,0.0
18,21,24175.921243,824078.757308,3.093123,0.0
20,22,24497.647059,502352.941176,1.772285,0.0
