node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.803375,196.624611,1.569986,0.0
1,7,98384.751106,1615248.893987,1.243711,0.0
1,16,98465.723087,1534276.912994,2.660871,0.0
2,4,99737.687695,262312.305424,1.705289,0.0
2,7,98050.025233,1949974.766508,0.124812,0.0
2,12,98469.791906,1530208.09438,1.060247,0.0
2,13,99999.8427,157.299689,1.459122,0.0
2,18,24342.462396,657537.604457,0.591874,0.0
2,23,24935.752253,64247.74701,0.866771,0.0
3,10,99999.803375,196.624611,1.85883,0.0
3,11,24998.787531,1212.468769,1.35076,0.0
3,14,1434.732754,115267.245617,1.375556,0.0
3,21,99650.865476,349134.524005,0.0,0.0
4,16,99990.986728,9013.272161,1.403213,0.0
5,8,24999.803383,196.616557,3.576159,0.0
5,16,24478.623628,521376.372276,1.845717,0.0
6,7,1544.780272,5219.728003,1.825571,0.0
6,19,1549.8427,157.299689,1.553535,0.0
7,17,97739.338686,2260661.314108,4.550934,0.0
7,19,23909.986564,1090013.436015,1.361489,0.0
7,21,99296.213665,703786.33459,0.0,0.0
8,9,24816.237916,183762.084221,2.964258,0.0
9,15,24984.081927,15918.073079,2.773523,0.0
9,16,99075.798132,924201.867934,2.044916,0.0
10,11,24260.400565,739599.435007,2.624869,0.0
10,12,99689.186205,310813.795363,2.970338,0.0
10,16,99990.828773,9171.227265,2.403855,0.0
10,17,99406.215376,593784.623943,3.286123,0.0
12,22,99323.319679,676680.321154,0.380754,0.0
13,14,1546.825168,3174.83205,1.72472,0.0
13,17,99999.803375,196.624611,1.752019,0.0
13,19,24011.708996,988291.004424,0.967741,0.0
15,20,24967.896444,32103.555628,1.912236,0.0
17,20,99999.803375,196.624611,3.324628,0.0
17,23,24999.803375,196.624611,2.227187,0.0
18,21,24999.76405,235.949533,0.0,0.0
20,22,24740.978535,259021.464853,56.132674,0.0
