node1,node2,free_bw,used_bw,pkloss,delay
1,3,99741.795601,258204.398529,0.0,2.36845
1,7,99489.668665,510331.334539,0.0,0.367641
1,16,91637.0248,8362975.200351,1e-05,1.889229
2,4,72032.946421,27967053.579442,2e-05,2.462506
2,7,94943.370361,5056629.639308,0.0,1.615047
2,12,77607.730422,22392269.578366,0.0,1.969457
2,13,91459.752471,8540247.529188,1.1e-05,1.703143
2,18,22119.59189,2880408.110116,0.0,0.383615
2,23,24896.961611,103038.389105,0.0,1.369357
3,10,99999.838879,161.121135,0.0,1.348376
3,11,21067.294485,3932705.515185,4.4e-05,2.359629
3,14,680.583643,869416.357004,0.0,2.310395
3,21,96079.458984,3920541.016016,1e-05,1.063466
4,16,78729.474744,21270525.255916,1.4e-05,0.247955
5,8,15367.745588,9632254.411748,2.2e-05,2.651453
5,16,2083.886558,22916113.441853,6e-05,1.791954
6,7,1250.761001,299238.998723,0.0,1.113415
6,19,1548.838829,1161.171239,0.0,1.149416
7,17,97841.719752,2158280.248364,0.0,1.774073
7,19,24344.649074,655350.926186,0.0,2.409935
7,21,94056.30976,5943690.239936,6e-06,1.212239
8,9,24964.79275,35207.249786,0.0,1.742125
9,15,24115.460348,884539.652134,1.9e-05,1.426935
9,16,84501.126142,15498873.857874,0.0,1.874804
10,11,16795.544363,8204455.636557,8.5e-05,2.374887
10,12,94234.899591,5765100.408721,5e-06,2.132654
10,16,87881.248425,12118751.574835,1e-05,1.987815
10,17,84269.660493,15730339.507459,1.5e-05,1.23167
12,22,98433.660609,1566339.391103,0.0,1.117826
13,14,266.462046,1283537.953839,0.0,2.094746
13,17,95342.131815,4657868.185249,5e-06,2.350211
13,19,23687.052139,1312947.861239,0.0,1.778126
15,20,24530.010152,469989.847691,0.0,1.143932
17,20,99153.561336,846438.664205,0.0,2.322197
17,23,24992.305769,7694.231186,0.0,2.247691
18,21,23211.383665,1788616.334898,1.9e-05,2.633691
20,22,24596.057221,403942.778745,0.0,0.640988
