node1,node2,free_bw,used_bw,pkloss,delay
1,3,99956.254575,43745.425247,0.0,1.156449
1,7,99816.372473,183627.527158,0.0,2.377748
1,16,98620.229601,1379770.399242,0.0,1.425982
2,4,93446.325831,6553674.168626,0.0,0.657201
2,7,98903.365531,1096634.468885,0.0,0.509024
2,12,94081.217149,5918782.851299,0.0,1.407623
2,13,97788.666156,2211333.844223,0.0,1.835465
2,18,23992.679906,1007320.094155,0.0,1.953602
2,23,24928.864855,71135.145341,0.0,1.759171
3,10,99999.726662,273.337811,0.0,0.340462
3,11,24167.640691,832359.308595,0.0,2.478242
3,14,1372.072532,177927.468099,0.0,1.297355
3,21,99028.972899,971027.100927,0.0,2.477407
4,16,94717.724471,5282275.528922,0.0,0.0
5,8,22654.779691,2345220.308959,0.0,1.245618
5,16,20229.16684,4770833.159765,0.0,2.541542
6,7,1475.200553,74799.447007,0.0,2.489448
6,19,1546.493786,3506.21431,0.0,2.629519
7,17,99330.988528,669011.472051,0.0,1.572609
7,19,24715.604513,284395.487109,0.0,2.506137
7,21,98436.031949,1563968.051422,0.0,1.577973
8,9,24990.441113,9558.886526,0.0,1.779199
9,15,24508.83688,491163.119647,0.0,2.132893
9,16,95760.627496,4239372.503801,0.0,1.803875
10,11,21952.262492,3047737.507546,0.0,2.403259
10,12,97761.137741,2238862.258894,0.0,2.86746
10,16,96811.521418,3188478.58208,0.0,1.47748
10,17,95175.663508,4824336.491905,0.0,1.42777
12,22,99243.443425,756556.575205,0.0,0.126839
13,14,1280.772446,269227.553679,0.0,1.932263
13,17,98309.75605,1690243.949732,0.0,1.791835
13,19,24389.164607,610835.393207,0.0,2.560377
15,20,24580.716966,419283.033867,0.0,1.684785
17,20,99679.351025,320648.975479,0.0,1.602769
17,23,24992.501133,7498.866615,0.0,1.840353
18,21,24415.55186,584448.13975,0.0,1.43683
20,22,24800.269746,199730.254394,0.0,1.779079
