node1,node2,free_bw,used_bw,pkloss,delay
1,3,99388.012233,611987.766821,0.0,1.518726
1,7,99178.438894,821561.106032,0.0,2.656937
1,16,91891.047936,8108952.063833,0.0,7.397175
2,4,74742.203876,25257796.123804,0.0,3.815055
2,7,94684.608177,5315391.822685,0.0,3.146291
2,12,78339.167673,21660832.326554,3.1e-05,2.571344
2,13,93738.891389,6261108.610938,2.3e-05,2.571106
2,18,21019.56578,3980434.220468,0.0,0.904918
2,23,24854.15103,145848.96974,0.0,0.482798
3,10,99999.798506,201.494417,0.0,1.34182
3,11,21326.870288,3673129.712031,0.0,6.262183
3,14,461.271962,1088728.03785,0.0,1.312017
3,21,94122.747712,5877252.287801,0.0,0.0
4,16,80289.182673,19710817.327065,0.0,1.973629
5,8,14952.094702,10047905.297624,0.0,1.177669
5,16,4718.08079,20281919.210499,0.0,1.254559
6,7,1294.88675,255113.249687,0.0,2.714157
6,19,1544.648749,5351.25147,0.0,3.375411
7,17,98292.978715,1707021.284962,0.0,1.721025
7,19,24347.425529,652574.471284,0.0,1.26338
7,21,93558.026026,6441973.973638,0.0,0.0
8,9,24927.601041,72398.958946,0.0,2.455235
9,15,23959.315926,1040684.073545,8.4e-05,2.152205
9,16,84531.12502,15468874.980033,0.0,1.621246
10,11,17372.030224,7627969.775837,8e-05,0.924349
10,12,94405.509344,5594490.655591,0.0,1.478195
10,16,89068.545147,10931454.85284,5e-06,2.726674
10,17,85357.423894,14642576.10612,2.5e-05,1.039147
12,22,97622.173949,2377826.050979,0.0,3.405094
13,14,40.750839,1509249.16051,0.0,2.657294
13,17,96506.539288,3493460.711887,2.1e-05,2.603531
13,19,23577.867531,1422132.469004,0.0,2.099872
15,20,24617.139787,382860.213248,0.0,2.586365
17,20,99091.186298,908813.70162,0.0,3.161669
17,23,24955.65816,44341.840161,0.0,1.500607
18,21,22138.227857,2861772.143397,0.0,0.0
20,22,24537.32206,462677.939525,0.0,2.384305
