node1,node2,free_bw,used_bw,pkloss,delay
1,3,99910.723761,89276.239084,0.0,0.0
1,7,99701.535748,298464.251754,0.0,0.0
1,16,95715.885465,4284114.535225,0.0,0.0
2,4,80753.344754,19246655.246168,2.4e-05,0.642061
2,7,96095.859622,3904140.377995,0.0,22.739768
2,12,85444.016894,14555983.106427,1e-05,1.59812
2,13,95640.958849,4359041.151345,1.2e-05,1.94943
2,18,22866.919682,2133080.317795,0.0,1.018882
2,23,24978.779966,21220.034464,0.0,1.594186
3,10,99999.798497,201.502876,0.0,2.063036
3,11,22155.412155,2844587.845481,4.6e-05,0.846028
3,14,1175.51591,374484.090337,0.0,2.128243
3,21,96917.58333,3082416.670138,5e-06,0.847697
4,16,85764.25876,14235741.240088,1e-05,1.775622
5,8,19064.85974,5935140.260145,2.6e-05,1.373887
5,16,12135.467294,12864532.706356,3.2e-05,0.835419
6,7,1303.581594,246418.405909,0.0,2.142191
6,19,1548.797548,1202.451927,0.0,1.87397
7,17,98783.778338,1216221.662469,0.0,2.268314
7,19,24575.42466,424575.339763,0.0,1.210213
7,21,95897.465795,4102534.204722,0.0,0.626683
8,9,24988.789253,11210.74735,0.0,0.482202
9,15,24729.520131,270479.869489,0.0,1.166105
9,16,90053.619951,9946380.048703,0.0,1.903057
10,11,18092.71425,6907285.750414,2.6e-05,0.448108
10,12,95268.52774,4731472.25973,5e-06,2.032518
10,16,92786.944884,7213055.115764,6e-06,2.21169
10,17,89963.800033,10036199.967278,1e-05,2.261043
12,22,99058.009151,941990.849303,0.0,1.58453
13,14,823.219427,726780.573045,0.0,3.578901
13,17,97257.998321,2742001.679261,5e-06,1.852632
13,19,23981.901841,1018098.158728,0.0,1.366258
15,20,24862.63739,137362.609923,0.0,2.785563
17,20,99620.464335,379535.665474,0.0,2.223969
17,23,24995.79513,4204.869857,0.0,1.140714
18,21,24053.925596,946074.404185,0.0,0.0
20,22,24835.64699,164353.010328,0.0,3.513455
