node1,node2,free_bw,used_bw,pkloss,delay
1,3,99988.614491,11385.508699,0.0,1.777291
1,7,99826.8993,173100.70034,0.0,1.187325
1,16,99805.620251,194379.749304,0.0,2.029896
2,4,99133.624181,866375.81864,0.0,0.813603
2,7,99673.893109,326106.89112,0.0,3.374934
2,12,98929.982849,1070017.15057,0.0,1.060367
2,13,99240.163474,759836.525853,0.0,1.212597
2,18,24377.921686,622078.314333,0.0,1.984358
2,23,24950.160218,49839.782174,0.0,1.533031
3,10,99999.798666,201.333837,0.0,1.105666
3,11,24950.187896,49812.104105,0.0,1.819849
3,14,1497.282077,52717.922999,0.0,2.2825
3,21,99409.69225,590307.750119,0.0,1.599312
4,16,99417.980331,582019.66863,0.0,1.772881
5,8,24611.181819,388818.18058,0.0,3.061533
5,16,24329.46822,670531.779915,0.0,1.942635
6,7,1540.58934,9410.659894,0.0,0.961781
6,19,1547.643187,2356.81303,0.0,0.883818
7,17,99618.71395,381286.050446,0.0,0.0
7,19,24804.07417,195925.829887,0.0,1.215577
7,21,99153.65318,846346.820045,0.0,1.037836
8,9,24981.76955,18230.449598,0.0,1.452446
9,15,24833.432229,166567.770935,0.0,1.814485
9,16,99297.554865,702445.134749,0.0,1.519203
10,11,24271.840913,728159.087169,0.0,1.076579
10,12,99378.821006,621178.99401,0.0,1.032472
10,16,99045.853542,954146.457676,0.0,0.833988
10,17,98147.661068,1852338.932373,0.0,0.733495
12,22,99378.00084,621999.16044,0.0,1.157761
13,14,1462.764797,87235.202972,0.0,8.008361
13,17,99388.614353,611385.646565,0.0,1.777172
13,19,24740.569521,259430.478906,0.0,3.235698
15,20,24926.461925,73538.074568,0.0,0.643969
17,20,99743.079765,256920.235097,0.0,0.633717
17,23,24989.603255,10396.744947,0.0,0.957727
18,21,24407.811923,592188.077246,0.0,0.0
20,22,24843.594811,156405.188975,0.0,0.397444
